Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, пер. Золоторожский Ср., д. 9;1;;45,45
г. Москва, пер. Золоторожский Ср., д. 9;3;;379,379-.
г. Москва, пер. Золоторожский Ср., д. 9/11;1;;35#125
г. Москва, пер. Золоторожский Ср., д. 9/11;2;;38,37
г. Москва, пер. Княжекозловский, д. 6;1;;18р415
г. Москва, пер. Княжекозловский, д. 6;2;к423;к423
г. Москва, пер. Княжекозловский, д. 6;3;;в59в6547,в60в1796,в42в1794,в47в0117,в55в4920
г. Москва, пер. Княжекозловский, д. 6;4;;63h 243,48211
г. Москва, пер. Княжекозловский, д. 8/16;1;;163749
г. Москва, пер. Княжекозловский, д. 8/16;2;;16в,20р103,20#103,#1959
г. Москва, пер. Княжекозловский, д. 8/16;3;;36р976
г. Москва, пер. Княжекозловский, д. 8/16;4;;"*45""#784,59#384,47#о537,54#.623"
г. Москва, пер. Княжекозловский, д. 8/16;5;;60 в,70р552,70к552
г. Москва, пер. Мининский, д. 4/6;1;;238,1
г. Москва, пер. Мининский, д. 4/6;2;;11#9763
г. Москва, пер. Мининский, д. 4/6;3;;278 ,278 ,278,278 
г. Москва, пер. Слободской, д. 2;1;;к5к1744,7к75548,к42к8465,к35к2338,12в,к33к6190,в5в1744
г. Москва, пер. Слободской, д. 6А;1;;6к0780
г. Москва, пер. Слободской, д. 6А;2;;294550
г. Москва, пер. Слободской, д. 6А;3;;60к1901
г. Москва, пер. Солдатский, д. 2;1;;59к3769,23к4822,69к0418,6к1289,67к1481,174545,65к1923,27к6316,7в,80к5503,8к4179,51к2738,47к5030,42к4810,39к1606,3к0372,35к0053,25к7998,24к2862,40к9999
г. Москва, пер. Солдатский, д. 2;138;;387474
г. Москва, пер. Солдатский, д. 4;1;;28к5032,29к1315
г. Москва, пер. Солдатский, д. 4;2;;35к9232
г. Москва, пер. Солдатский, д. 8;1;;32к2326,53к1971,67к9101,1,38к5143
г. Москва, пер. Солдатский, д. 8;2;;080,086,091,070,076,077,078,085
г. Москва, пер. Солдатский, д. 8;3;;200#191,196#917,174#3017,201р6777,#195
г. Москва, пер. Упорный, д. 5/9;1;;360 ,603
г. Москва, пер. Упорный, д. 5/9;2;;147в,27,147,741
г. Москва, пер. Упорный, д. 6;1;;249,249,138
г. Москва, пер. Шепелюгинский, д. 7;1;;397 ,379,137,397,379
г. Москва, пер. Шепелюгинский, д. 7;2;;137 ,137,137
г. Москва, пер. Юрьевский, д. 16, к. 1;1;;57в0515,65в5361,123к5196,35в5000,12в9609,20в0115,7в4394,11в4786,10в9461,42в0039,70в1658,33в7686
г. Москва, пер. Юрьевский, д. 16, к. 1;2;;136к4308,85к5330,160,142к5992,140к9559,.,160,123к9318,160в,к131к2591
г. Москва, пер. Юрьевский, д. 16, к. 2;1;;в1в5907,1959,к2к3001,в23в8255,к48к4773,в5,в50в8634,51в,в8в2639,к11к6560
г. Москва, пер. Юрьевский, д. 16, к. 2;2;;79в,67в,в65в1513,в64в5346
г. Москва, пер. Юрьевский, д. 20;1;;17к2840
г. Москва, пер. Юрьевский, д. 20;2;;51к6541,39к3917,60к5758,61к7114,45
г. Москва, пер. Юрьевский, д. 20;3;;99к9999,99к9999
г. Москва, пер. Юрьевский, д. 20;4;;117в,103к8785
г. Москва, пер. Юрьевский, д. 22, к. 1;1;;10в9461,159р454,7 к 7978,052,5к7186,19к7579,1к6081
г. Москва, пер. Юрьевский, д. 22, к. 1;2;;33 к 1979
г. Москва, пер. Юрьевский, д. 22, к. 1;3;;79к8532,74к9023,65к6426,80r1073,84к0420,85к9118,87к8733,88к6444,90к9015,94к9141
г. Москва, пер. Юрьевский, д. 22, к. 1;4;;106к6601
г. Москва, пер. Юрьевский, д. 22, к. 1;5;;133р864,132р997
г. Москва, пер. Юрьевский, д. 22, к. 2;1;;18к4764
г. Москва, пер. Юрьевский, д. 22, к. 2;2;;49,34к1306,24к8854,30к3474,32к0313
г. Москва, пер. Юрьевский, д. 22, к. 2;3;;41к1873,52к4695,45к0789,43k0261,58к2575
г. Москва, пер. Юрьевский, д. 22, к. 2;4;;67к7777,65к5751,72к0742
г. Москва, пер. Юрьевский, д. 22, к. 3;1;;20к1057,8к5839,7к7484,6к3042,6к3042,4к1899,4к1898,4к1899,17к7891,13к0704,11к9021
г. Москва, пер. Юрьевский, д. 22, к. 3;2;;24к7518,360к1653,36к0721,34к4339,22764
г. Москва, пер. Юрьевский, д. 22, к. 3;3;;41к6647,49к8377,46в,44к7424,48к3898
г. Москва, пер. Юрьевский, д. 22, к. 3;4;;71к1188
г. Москва, пл. Красноказарменная, д. 1;1;;166к0023,95к3921,80 7141,19к9181,114*5362,к77к2569,88 к 7396,80к7141,95к3921,76к4701,152к3116
г. Москва, пл. Красноказарменная, д. 1;2;;163к5789,227р5822,159к6180,200к5649,159к6180,204к4972,291к3087,247к2373,'',166к0023,227к2258,
г. Москва, проезд. Золоторожский, д. 2;1;;10к0415
г. Москва, проезд. Золоторожский, д. 2;2;;27*4263,43к9120,28к1149,11к2026
г. Москва, проезд. Золоторожский, д. 4;2;;16#583
г. Москва, проезд. Золоторожский, д. 4;3;;25р667,25p667,26р583
г. Москва, проезд. Золоторожский, д. 4;4;;35к9709,46к7736
г. Москва, проезд. Золоторожский, д. 4;5;;-129,129
г. Москва, проезд. Краснокурсантский 1-й, д. 1/5;3;50кл2604;39к1822,45в,50к0630
г. Москва, проезд. Краснокурсантский 1-й, д. 1/5;4;;079,88 к 9581,66к2418,72к4806
г. Москва, проезд. Краснокурсантский 1-й, д. 1/5;5;;107к8188,93к0642,116к4468
г. Москва, проезд. Краснокурсантский 1-й, д. 1/5;6;;143к1312
г. Москва, проезд. Краснокурсантский 1-й, д. 1/5;7;;160к7743,165к1581,162к0258,163к5855,166к2787
г. Москва, проезд. Краснокурсантский 1-й, д. 1/5;8;;174 в
г. Москва, проезд. Краснокурсантский 1-й, д. 1/5;9;;214к3124
г. Москва, проезд. Краснокурсантский 1-й, д. 3/5, к. 11;3;;76*7676,784,3,38.,784, 3,38
г. Москва, проезд. Краснокурсантский 1-й, д. 3/5, к. 11;9;;в352в6291
г. Москва, проезд. Краснокурсантский 1-й, д. 3/5, к. 15;3;;46к3097,42к3107,43к7450,45к1106
г. Москва, проезд. Краснокурсантский 1-й, д. 5/7;1;;#1959,7/952
г. Москва, проезд. Краснокурсантский 1-й, д. 5/7;2;;29*1000
г. Москва, проезд. Краснокурсантский 1-й, д. 5/7;3;;56к0993,45в
г. Москва, проезд. Краснокурсантский 1-й, д. 7А;1;;3#5025
г. Москва, проезд. Краснокурсантский 1-й, д. 7А;3;;381,38
г. Москва, проезд. Перовский, д. 9;1;;9к7370,24к1320,21к0173,34к2369,72к9999,72к9999,72к9999,72 к 9999,38к7837
г. Москва, проезд. Таможенный, д. 1/9;1;;6к4886,2к1519,12к9709
г. Москва, проезд. Таможенный, д. 1/9;2;;31к0041,19к4319,29к8527
г. Москва, проезд. Таможенный, д. 10;1;;7к8789,44к1099,101к1397,39к2302,96к7873,112к6006,50к4097,104к5751,53к0888,120,63к8484,12к8169,120 ,15к7473,120,038,76к2709,87к5618
г. Москва, проезд. Таможенный, д. 8, к. 1;1;;98 ,3в7777в,в72в4520в,в3в777в,в73в5620в,052,091,057,042
