Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, пер. Ангелов, д. 1;1;;к4230,001,016,45к200,039,040,061к9414,090,к432,к423,003,к423/ 035в,037,67к349,с067к349,54к319,050,053,073к4046,079к7912,084
г. Москва, пер. Ангелов, д. 1;2;;107,092,1,152 в
г. Москва, пер. Ангелов, д. 11, к. 1;1;;067,030,1,328в0778,46,7986,032,028,044
г. Москва, пер. Ангелов, д. 11, к. 1;2;;350-7309,079,075,071в,399к7824,382к5646,380к6122,378к8071,377к5990,374к8454,368к5533,366в,344к4149,301к1234
г. Москва, пер. Ангелов, д. 11, к. 1;3;;384к6753,451 ,03
г. Москва, пер. Ангелов, д. 11, к. 1;4;;499к0910,499к0910,496к3682,526r1376,301к1234,000,513к0608,503з2281,501к7311,471к0606,532к0856,500к3070
г. Москва, пер. Ангелов, д. 2;1;;70к0559,001,в78в08888,70к0559,70к0559
г. Москва, пер. Ангелов, д. 2;2;;085,096,072,091,071,550,11,55
г. Москва, пер. Ангелов, д. 2;3;;184к1733,186к1616,190к5034,172 ,178к2986,196к5112,202к3152,326#3611,155 к5375,153к8669,146к9941,141к7712,136к1597,167к5991,163к6370
г. Москва, пер. Ангелов, д. 2;4;;209#856,204р218,223#051,246в147,246#147,252#553
г. Москва, пер. Ангелов, д. 2;5;;330,8935,274#1636,315#9222,337#7035,281,285#0521,295#8471,327р9628,326р3611,326#3611,321#1451
г. Москва, пер. Ангелов, д. 2;6;;358,339
г. Москва, пер. Ангелов, д. 2;7;;431к5103,8059,444к4711,448к7516,449к8519,440к8059,458к7382,463к6788,413к6332,410к9322,409к6131
г. Москва, пер. Ангелов, д. 3;1;;12в,09к549,56к618,2,27к971,66к606,25к925,24к512,020,31к698,27
г. Москва, пер. Ангелов, д. 3;2;;094,130 в,070,072,080,092,096,099
г. Москва, пер. Ангелов, д. 3;3;;194194,:184,186
г. Москва, пер. Ангелов, д. 5;1;;к423,010,064,028,067,4230,047,423,005,050в,053,к4230,к4320
г. Москва, пер. Ангелов, д. 5;2;;093,100к793,073,072,071,119в,109к044,088,085,083,095
г. Москва, пер. Ангелов, д. 5;3;;150к149,187к734,179к464,070,162,'',200в,158к166,154к016,195л3957
г. Москва, пер. Ангелов, д. 6;1;;025,54к2291,32к8911,064,036,58 в,017,59к3254,050,62к1882
г. Москва, пер. Ангелов, д. 6;2;;178к6440,к106к6897,1к4230,1к4230,к88к1473,1к4230,1к4230,119к8686,к160к9041,к109к 3968,128к 9678,118к2222,95к0733
г. Москва, пер. Ангелов, д. 6;3;;164к7768,333к3333,185к6739,186к5235,185,180к5345,173к6542,171к5778,163к6150,136к6977
г. Москва, пер. Ангелов, д. 6;4;;251 в
г. Москва, пер. Ангелов, д. 6;5;;282к7449,297к0763,320к5153,261к7401,262к2480,273к2479,274к8252,292к6814,290к4730,288к6083,286к2817,283к8065,311к0917,309к5756,299к7240
г. Москва, пер. Ангелов, д. 6;6;;381в,302к7194,342 
г. Москва, пер. Ангелов, д. 6, к. 3;1;;301к3168,1,301 к 3168
г. Москва, пер. Ангелов, д. 6, к. 3;2;;222к444,426к433,2053к,453к13,439к047,444к544,457к544
г. Москва, пер. Ангелов, д. 6, к. 3;3;;к494к7090,474в1990
г. Москва, пер. Ангелов, д. 6, к. 3;4;;516к2511,500к4818,517,50117к1647,506к3527
г. Москва, пер. Ангелов, д. 6, к. 3;5;;2053,2053,2053к,301к3168,2053
г. Москва, пер. Ангелов, д. 6, к. 3;6;;301к3168,2053в,501к6890,501к6890
г. Москва, пер. Ангелов, д. 7, к. 1;2;;239к9268,207к401,999к999,091,210к094,201к210,051
г. Москва, пер. Ангелов, д. 7, к. 4;1;;375 в 1712,391к4500,325к8844,к358
г. Москва, пер. Ангелов, д. 8;1;4230;023,015к2282,47к445,053,046к598,060,012,360к684,047к445,024,040,002к677,063,007,008,328к257,028,1
г. Москва, пер. Ангелов, д. 8;2;;124 122,078,080,085,069
г. Москва, пер. Ангелов, д. 8;4;;227 в,216
г. Москва, пер. Ангелов, д. 8;5;;264к3371,304к3097,301к4092,311к1180,271к3508,269к0594,296к0375,302к5023,308в,328
г. Москва, пер. Ангелов, д. 8;6;;325к130,028,346к709,334к154,326к,352к306,321к123,322к232,360к684,372к465,328,349к286
г. Москва, пер. Волоцкой, д. 13, к. 1;1;9876в;41к9100,6241,38,47к2719,49к2820,64к8864,к658810,в67в4751в,в86в8457
г. Москва, пер. Волоцкой, д. 13, к. 1;2;;2561,127в3642,в99в9777,56в,52в,в91в9553,в76в6231,130,103 в,125в,011301153,к99к9777
г. Москва, пер. Волоцкой, д. 13, к. 1;3;в202в8107;в149в0373,1234,в197в3402,в200в0898,в101в6881,2601,в165,164 в,в182в8769,188,в151в4682,в150в0283
г. Москва, пер. Волоцкой, д. 13, к. 1;4;;в207в0118,в230в0970,в259в1794,в.257в1311,253,240 .,239в9592,в231в6326
г. Москва, пер. Волоцкой, д. 13, к. 2;1;;в32в5567,в36в8685,в4в1754,в56в8459,58,в21,в62в0322,в24в7373,1234,54 ,в13в5417,35,в33,1,в31в7134
г. Москва, пер. Волоцкой, д. 13, к. 2;2;в 328 в 9536;в69в0562,в90в0428,в90в2428,77в,в208в2863,2601,1505/112в,1505
г. Москва, пер. Волоцкой, д. 13, к. 2;3;;.170,1710516,в164в5489в,130 в,р171р1605р,0,189в
г. Москва, пер. Волоцкой, д. 13, к. 2;4;;269 в,208к208,в265в0161,в2336в211,в263в2990,214,в240в0164,в238в2918,в237в1643,в208в2863,1885,234
г. Москва, пер. Волоцкой, д. 13, к. 2;5;;298в,в337в2692,319,в278в4932,317 ,294в,с292в,7527,309в
г. Москва, пер. Волоцкой, д. 13, к. 2;6;;в212в0013,399к1234
г. Москва, пер. Волоцкой, д. 13, к. 2;7;;с415в,1234
г. Москва, пер. Волоцкой, д. 7, к. 1;1;51 в;46, .,011 в,73,35в,34,4321,3421в,в25в7075в,1,4321в,в68в9336в
г. Москва, пер. Волоцкой, д. 7, к. 1;2;;7,121,91 в
г. Москва, пер. Волоцкой, д. 7, к. 1;3;;200к7390,201к7418,199к1105,193к3530,190к4764,056,173к7549,163к0457,145к5602
г. Москва, пер. Волоцкой, д. 7, к. 1;4;;246в
г. Москва, пер. Волоцкой, д. 7, к. 1;5;;в338в8249в,328,в323в1034,в291в4757в,в276в3142
г. Москва, пер. Волоцкой, д. 7, к. 1;6;;394,402в
г. Москва, пер. Волоцкой, д. 7, к. 1;7;;416в,443 в,с450v
г. Москва, пер. Митинский 2-й, д. 3;1;;101к6390,66к4380,29в,66к.4380,66к4380,66к2543,66к4380,66к4380,101к6390
г. Москва, пер. Митинский 2-й, д. 3;2;;106к589,88к589,66к4380,83к657,82к284,86к684,93к596,183к893
г. Москва, пер. Митинский 2-й, д. 3, к. 1;1;;101к6390,163к6390,101 к6390,к101к6390,101к6390,11
г. Москва, пер. Митинский 2-й, д. 3, к. 1;2;;101к6390
г. Москва, пер. Митинский 2-й, д. 5;1;;100к1234,36к0721,31к3324,24к1815,к1785#.,17к2352,9к3044,1,15к1041,1к0170,49к1470,41к3627,4к0631,39к3366,38к0563
г. Москва, пер. Митинский 2-й, д. 5;2;;69к3512,65к0310,76к0924,82к2281,97к3388,91к0384,122к0663,50к1234,126к0959
г. Москва, пер. Митинский 2-й, д. 5;3;;143к1321,100#1234,180к1895,50к1234,100к1234
г. Москва, пер. Митинский 2-й, д. 5;4;;221к7131,245к2818,193к9061,196к6545,201к7575,246к0447,231к4021,235к2133,242к8233,246к0447
г. Москва, пер. Митинский 2-й, д. 5;5;;193к9061
г. Москва, пер. Митинский 2-й, д. 5;6;;327 ,327
г. Москва, пер. Митинский 3-й, д. 10;1;;163к5331,128к0980,131к0710,47к1340,48к7985,30к5795,73к6023,80к6956,11*6718,50к7394,36к5749,4к6728
г. Москва, пер. Митинский 3-й, д. 10;2;;166 к 1688,102к0871,161к7366,113к0673,88к6386,119к3910,134к1935,132к7905,140к4794,123к6243,168к1221,125к7250,164к2280,1к3151,96к7983,89к7181,92к6858,90к0212,89к7181
г. Москва, пер. Митинский 3-й, д. 2;1;;56к0014,12к0887,1к1234,90к1234,150к5885,89 5514,46к1749,49к4464,52в,55к6380
г. Москва, пер. Митинский 3-й, д. 2;2;;1к1274,142к1459,141 в,135,1к1234
г. Москва, пер. Митинский 3-й, д. 5;1;;054,77,47в
г. Москва, пер. Митинский 3-й, д. 5;2;;2,106 в,106в,107,069,083,084в 107,095
г. Москва, пер. Митинский 3-й, д. 5;3;;1470,150 в,064,006в
г. Москва, пер. Митинский 3-й, д. 5;4;;212р556,218#580,211#552
г. Москва, пер. Митинский 3-й, д. 5;5;;286к8382,330к1909,324к3494,323 
г. Москва, пер. Митинский 3-й, д. 5;7;;442к3748,443к5292,444к9702,448к4241,439к9429,438,410к7537,413,'',415к6679,420к1830,480к2400,430к3829,437к4612,455к6602,441к5087
г. Москва, пер. Митинский 3-й, д. 5;8;;543к2020,538к6691,514к8740,506к2910,505к4334,503к6250,543к2020,506к2910,475к8961
г. Москва, пер. Митинский 3-й, д. 7;1;;063к4346,11#1278,011к1278,177к730,018*456,019#3726,1,023к5652,24к9424,026#5027,026к5027,028к0791,032*8395,032р8395,34к7618,035к7624,004,046к7830,048к6263,051р3855,053,055,057#2887,060к2536,062к6873,008
