Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, ул. Адмирала Макарова, д. 3;3;;55в,в52в6152,в415296,в52в6152,60в,56
г. Москва, ул. Адмирала Макарова, д. 3;4;;в78в3656,в67в0837,в62в2724,в65в4806,в77в2638,в75в6385,в70в6742
г. Москва, ул. Адмирала Макарова, д. 31;1;;20 к 8669
г. Москва, ул. Адмирала Макарова, д. 31;2;;в36в6407,в37в2986,в37в2986
г. Москва, ул. Адмирала Макарова, д. 31;3;;51 6406,40-5599,45.,в64в2462
г. Москва, ул. Адмирала Макарова, д. 31;4;;в65в3239,в 67 в 2120
г. Москва, ул. Адмирала Макарова, д. 33;1;;в3в9526,7 в,1в,в 1 в 6723
г. Москва, ул. Адмирала Макарова, д. 33;2;;29к7416,40к5417,25к5974
г. Москва, ул. Адмирала Макарова, д. 33;3;;5689
г. Москва, ул. Адмирала Макарова, д. 33;4;;в80в3694,б 62 б9651,66в3436
г. Москва, ул. Адмирала Макарова, д. 35;1;;в3в3828,в22в2222,в22в2222
г. Москва, ул. Адмирала Макарова, д. 35;2;;в22,в37в2578,в25в2360,в31в6473
г. Москва, ул. Адмирала Макарова, д. 35;3;;в45в9634,в33в0303,в58в7345,в563757,в11в1111,б44б7538,б44б7538
г. Москва, ул. Адмирала Макарова, д. 35;4;;78в,в70в2573,в72в3845
г. Москва, ул. Адмирала Макарова, д. 37, к. 1;1;;65к9107,13к2666,13к2666
г. Москва, ул. Адмирала Макарова, д. 37, к. 1;2;;340746
г. Москва, ул. Адмирала Макарова, д. 37, к. 1;3;;48к9695,60к0262,59к9101
г. Москва, ул. Адмирала Макарова, д. 37, к. 1;4;;64к1224,77к2901,79к1202,63к9989,71к9731,66к9509
г. Москва, ул. Адмирала Макарова, д. 37, к. 2;1;в101в1726;
г. Москва, ул. Адмирала Макарова, д. 37, к. 2;2;120к2525;
г. Москва, ул. Адмирала Макарова, д. 37, к. 2;3;123к2276;2476
г. Москва, ул. Адмирала Макарова, д. 37, к. 2;4;в161в2372;
г. Москва, ул. Адмирала Макарова, д. 39;1;;117,55,12к2999
г. Москва, ул. Адмирала Макарова, д. 39;2;;38к1134,20к8426,200к0000,21 6525,3к5119,27к4946,26к0539
г. Москва, ул. Адмирала Макарова, д. 39;3;;340,340 ,340 
г. Москва, ул. Адмирала Макарова, д. 41, к. 2;1;;1к0862,9в
г. Москва, ул. Адмирала Макарова, д. 41, к. 2;2;;020,013,014,015,016,017,018в,018,019
г. Москва, ул. Адмирала Макарова, д. 43;1;;&85,150 ,150в,150,150,150
г. Москва, ул. Адмирала Макарова, д. 45;1;;101,52в
г. Москва, ул. Адмирала Макарова, д. 45;2;;205,179,106к1406
г. Москва, ул. Адмирала Макарова, д. 45;3;;140 ,45
г. Москва, ул. Адмирала Макарова, д. 5;1;;16к5541,76 к 9607,61к2779,3к5791,18к1225,59к8957,51к6488,3к5791,51к6488,47к7049
г. Москва, ул. Адмирала Макарова, д. 7;1;;9к3690,99к9777,46к0162,99к9777,28к2069,53к7173,93к9777,20к6516,35к8899,67к9860,23к5983,43к0249,74к3101,8к0333,82к3605
г. Москва, ул. Адмирала Макарова, д. 9;1;;в2в2735,в 4 в 8562
г. Москва, ул. Адмирала Макарова, д. 9;2;;в21в2109,23в,в35в5018
г. Москва, ул. Адмирала Макарова, д. 9;3;;в57в8505,в47в7640,в052в0238,в44в7476,в42в6582
г. Москва, ул. Адмирала Макарова, д. 9;4;;в66в9394,б79б9784,в64в8262,в79в9784,в73в2626,в70в7372
г. Москва, ул. Адмирала Макарова, д. 9а;1;;в8в4726,52к
г. Москва, ул. Академическая Б., д. 12/18, к. 1;2;90к8740;2к2138,.2k2138,2к2138
г. Москва, ул. Академическая Б., д. 12/18, к. 1;3;44к3226;44к3226,39в
г. Москва, ул. Академическая Б., д. 12/18, к. 1;4;;84к8864,74к0313
г. Москва, ул. Академическая Б., д. 12/18, к. 1;5;;75к0778
г. Москва, ул. Академическая Б., д. 12/18, к. 1;6;;99к1012,95к8859,108к0740
г. Москва, ул. Академическая Б., д. 12/18, к. 2;1;;4 к 1854
г. Москва, ул. Академическая Б., д. 14;1;33к6448;69k7574,11к1843,9к3277,63к2936,35к4326,35к4326,25к5289,28к7524
г. Москва, ул. Академическая Б., д. 15, к. 1;1;;30,9в
г. Москва, ул. Академическая Б., д. 15, к. 1;9;;305,291к0178,291к0178
г. Москва, ул. Академическая Б., д. 15, к. 5;1;;20к8249
г. Москва, ул. Академическая Б., д. 15, к. 5;2;;30к5447
г. Москва, ул. Академическая Б., д. 17;1;;7к5709,42к0826,59к7849,31к1759,11к2931,14к8115,52к7370
г. Москва, ул. Академическая Б., д. 18;1;;1к1120,1к1120
г. Москва, ул. Академическая Б., д. 18;2;;2к2140
г. Москва, ул. Академическая Б., д. 18;3;;48 3382,57к6606
г. Москва, ул. Академическая Б., д. 18 Б;1;;11к3873
г. Москва, ул. Академическая Б., д. 18 Б;2;;30 1715,1к1393,30к1715
г. Москва, ул. Академическая Б., д. 18 Б;3;;55к1188
г. Москва, ул. Академическая Б., д. 18А;1;;2к8055,78к9653
г. Москва, ул. Академическая Б., д. 18А;2;;25в,10к8382,10 к 8382
г. Москва, ул. Академическая Б., д. 18А;3;;70к2280
г. Москва, ул. Академическая Б., д. 18А;4;;63к7773,80к6482,77к3427,76к5153
г. Москва, ул. Академическая Б., д. 20;1;;1к1020
г. Москва, ул. Академическая Б., д. 20;2;;2к2140,27к4563,25к2153,274563
г. Москва, ул. Академическая Б., д. 20;3;;3к4160
г. Москва, ул. Академическая Б., д. 20А;1;;1к1020,1к1120
г. Москва, ул. Академическая Б., д. 20А;2;;29к3188
г. Москва, ул. Академическая Б., д. 20А;3;;3к4060
г. Москва, ул. Академическая Б., д. 20Б;1;;15к0290,113к9257,143к0420,114к2363,6к7789,105к0791,150к0260,12к8805,97к1595,34к982,49к1159,118к6946,91к1420,10к4598,94к3423,50к9830,52к9792,59к9258,60к6216,6к7899,98к8008,83к3331,45к6111,43к8537,72к2895,21к6832,20к6912,19к6826,68к4551,162к2719
г. Москва, ул. Академическая Б., д. 20Б;2;;257к1882
г. Москва, ул. Академическая Б., д. 21;1;;90к6567,3к2502,2rk1020,3к2502,7в
г. Москва, ул. Академическая Б., д. 21;2;;26в,2к1020
г. Москва, ул. Академическая Б., д. 21;3;;2к1020
г. Москва, ул. Академическая Б., д. 21А;1;;7к6688,16к0532
г. Москва, ул. Академическая Б., д. 21А;2;;36к6409
г. Москва, ул. Академическая Б., д. 21А;3;;43к1563,43 к 1563
г. Москва, ул. Академическая Б., д. 22;1;;122к2565,118к0888,142к4580,112,148,120к7348,132к2277,176,106к7914,147к0381,177,120к7348,131,120 к 7348,132к2277,138к1695,250к5009
г. Москва, ул. Академическая Б., д. 22Б;1;;52к8395,10к8310,49к6800,22к9684
г. Москва, ул. Академическая Б., д. 22Б;2;;66к1697
г. Москва, ул. Академическая Б., д. 23;1;;19к2646,14к6311,12к3384,1к0200
г. Москва, ул. Академическая Б., д. 23;2;;2к2140,23 5991,2к2140
г. Москва, ул. Академическая Б., д. 23;3;;45 к 2650,45к2650
г. Москва, ул. Академическая Б., д. 23А;1;;76к7363
г. Москва, ул. Академическая Б., д. 24, к. 1;1;;8к1361,4к2954,50к6800,56к8062,62к5299,67к0341,69к8532,70к1073,72к5669,76к6567,78к6444,13к2386,19к4688,22к1521,23к0126,33к4102,35к4886,84к9141,3к2361,41к9709
г. Москва, ул. Академическая Б., д. 24, к. 2;1;;21к3948,1к6046,27к8305,1к6046,3к7854,60к6530,71к5048,75к8213,70к9645,101к0306
г. Москва, ул. Академическая Б., д. 24, к. 3;1;;200,111
