Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, б-р. Тихорецкий, д. 12, к. 1;1;;86 в,28в,90в,1,к42,120в,65в
г. Москва, б-р. Тихорецкий, д. 12, к. 2;1;;35в(),120,8в,*1234*,42в,120в
г. Москва, б-р. Тихорецкий, д. 14, к. 1;1;23 к 8832;6к0938,35к2003,27к5291,1д,487124,43к9606,4к4031,33к1588,1,1к4840
г. Москва, б-р. Тихорецкий, д. 14, к. 1;2;;76к6216
г. Москва, б-р. Тихорецкий, д. 14, к. 1;3;;0,в114в9767,в104,в115в7212,в135,в131в8108,130в
г. Москва, б-р. Тихорецкий, д. 14, к. 1;4;;158к0635
г. Москва, б-р. Тихорецкий, д. 14, к. 1;5;;5790,9015,5790в,3216
г. Москва, б-р. Тихорецкий, д. 14, к. 2;1;;11в,1к2716
г. Москва, б-р. Тихорецкий, д. 14, к. 2;2;;53к,89к,85к,73к,65к
г. Москва, б-р. Тихорецкий, д. 14, к. 2;3;;100к5758
г. Москва, б-р. Тихорецкий, д. 14, к. 2;4;;159к,175к
г. Москва, б-р. Тихорецкий, д. 16;1;;17в,14в,37в,41в 
г. Москва, б-р. Тихорецкий, д. 16;2;;73 и ,49в,73в,90в,90,73к,73в
г. Москва, б-р. Тихорецкий, д. 16;3;;98 в,в98в1949,114,112
г. Москва, б-р. Тихорецкий, д. 16;4;;в151в5335,в43в0143,в51в5335,в51в5335,в187в8056
г. Москва, б-р. Тихорецкий, д. 2, к. 1;1;;1163,к37к5132,12к0078,31к7164,1987,46к6556,85к6825,37в,85к8377,100,с38к4928,к7651,45к8836,27к8446,52к6703,876963
г. Москва, б-р. Тихорецкий, д. 2, к. 2;1;;82к6057,13к4395,49к5351,48к4284,41к7946,69к8181,39к 8855,39к8855,30к5711,69k8181,58к5191,25r8565,11к5613,107к5983,95к9075,в86,80к7809,077к5258,71 к7700,7к1302,64к3746,63r6463,62*7462,56к6431
г. Москва, б-р. Тихорецкий, д. 4, к. 1;1;;69 в.,30в,42в
г. Москва, б-р. Тихорецкий, д. 4, к. 1;2;;в51в1945,91в,в50в1104,в68в1319,в92в6089,в67в1545,82 в,84в
г. Москва, б-р. Тихорецкий, д. 4, к. 1;3;;1231744,105в,95в,1,1168777
г. Москва, б-р. Тихорецкий, д. 4, к. 1;4;;1782795,189к5295,102к5458
г. Москва, б-р. Тихорецкий, д. 4, к. 1;5;в221в6974;1951303,1943582,в216в9329,1925336,206,в200в1262,в233в2650,в194в7502,в202в2327,к221к7149
г. Москва, б-р. Тихорецкий, д. 4, к. 1;6;;в245в9858в,в281в5855в,в262в0837 в,в273в4280в,в262в0837в,в282в0413в
г. Москва, б-р. Тихорецкий, д. 4, к. 2;1;;43в2494,38(),168,26в5225,18в2381,38,38,12 ,379
г. Москва, б-р. Тихорецкий, д. 4, к. 2;2;;9999в9228
г. Москва, б-р. Тихорецкий, д. 4, к. 2;3;3872;в 104,в104,104в,104 в,104
г. Москва, б-р. Тихорецкий, д. 4, к. 2;4;;180в 142 в,142в,142,142
г. Москва, б-р. Тихорецкий, д. 6;1;;45в,29 в,в21в,5в
г. Москва, б-р. Тихорецкий, д. 6;2;;в08в0997,94в,в96в2619,в58в0997,в59в3161,в65в8642,73в,в72в7725,57в,в52в6377,в82в0413,в75
г. Москва, б-р. Тихорецкий, д. 6;3;;137к4267,137к4267
г. Москва, б-р. Тихорецкий, д. 6;4;;177в,176в
г. Москва, пр-кт. 40 лет Октября, д. 11;2;;255к7791
г. Москва, пр-кт. 40 лет Октября, д. 11;3;23к4938;
г. Москва, пр-кт. 40 лет Октября, д. 13;1;5678;1234,5678
г. Москва, пр-кт. 40 лет Октября, д. 13;5;;66 в,с66,66в
г. Москва, пр-кт. 40 лет Октября, д. 14, к. 1;1;;6в,в6,12в,11в
г. Москва, пр-кт. 40 лет Октября, д. 14, к. 1;2;3490;3490
г. Москва, пр-кт. 40 лет Октября, д. 14, к. 1;3;;45в.
г. Москва, пр-кт. 40 лет Октября, д. 14, к. 2;1;19в8449;13в1737,2в3186,20в9395,17в4886
г. Москва, пр-кт. 40 лет Октября, д. 14, к. 2;2;28в4179;40в4387,22в2055,28в4179
г. Москва, пр-кт. 40 лет Октября, д. 14, к. 2;3;53в5900;46 9276,44в8768,48в7193,43в7496,57в1031,45в6717,53в5900
г. Москва, пр-кт. 40 лет Октября, д. 14, к. 2;4;79в9777;78в6621,61в6139,63в4391,79в9777
г. Москва, пр-кт. 40 лет Октября, д. 15;1;255к0769;
г. Москва, пр-кт. 40 лет Октября, д. 15;3;9999в2580в;
г. Москва, пр-кт. 40 лет Октября, д. 16, к. 1;1;;12к5999
г. Москва, пр-кт. 40 лет Октября, д. 16, к. 1;3;;46в,44в,37,33в
г. Москва, пр-кт. 40 лет Октября, д. 16, к. 1;4;в55в6266;в59в5287,62в,в55в6266
г. Москва, пр-кт. 40 лет Октября, д. 16, к. 2;1;;в30в8261,9в
г. Москва, пр-кт. 40 лет Октября, д. 16, к. 2;2;;32в,35в
г. Москва, пр-кт. 40 лет Октября, д. 16, к. 2;3;;43к4131
г. Москва, пр-кт. 40 лет Октября, д. 16, к. 2;4;68кл0056;68к0056
г. Москва, пр-кт. 40 лет Октября, д. 18/13;1;1в4098;9в2718,2в8790,1в4098,76в3758
г. Москва, пр-кт. 40 лет Октября, д. 18/13;2;39в7813;39в7813
г. Москва, пр-кт. 40 лет Октября, д. 18/13;3;43в4178;54в1047,50в1462,43в4178
г. Москва, пр-кт. 40 лет Октября, д. 18/13;4;80в8192;80в8192
г. Москва, пр-кт. 40 лет Октября, д. 19;1;;5в,49,3в,18в,88,95в
г. Москва, пр-кт. 40 лет Октября, д. 20;1;;с2в,8,103в
г. Москва, пр-кт. 40 лет Октября, д. 20;2;;34к3623
г. Москва, пр-кт. 40 лет Октября, д. 20;3;;67к7944,94в
г. Москва, пр-кт. 40 лет Октября, д. 20;4;;121в,255 к 5545,255к5545
г. Москва, пр-кт. 40 лет Октября, д. 22;2;;74в,37к9895,37к9895
г. Москва, пр-кт. 40 лет Октября, д. 22;3;;74в,74,74 в
г. Москва, пр-кт. 40 лет Октября, д. 23, к. 1;1;;27в,4 в
г. Москва, пр-кт. 40 лет Октября, д. 3;1;;с4в,7213,с 5 в
г. Москва, пр-кт. 40 лет Октября, д. 3;2;8819;8819
г. Москва, пр-кт. 40 лет Октября, д. 3;3;;,35в
г. Москва, пр-кт. 40 лет Октября, д. 4, к. 1;1;;19в,12в,2580
