Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, пер. Мирской, д. 16, к. 1;1;;7 в,3 в ,3в,14в
г. Москва, пер. Мирской, д. 16, к. 1;3;;35к9850
г. Москва, пер. Мирской, д. 3;1;;4в1118,28р5251,59р7917,27р2515,28 #. 5251
г. Москва, пер. Мирской, д. 5;1;;3в1914,1,11в4849,12в1551,13в9441,2в3891,3в1914,1в9013
г. Москва, пер. Мирской, д. 5;2;;27в7229,25в3045,23в1728,21в4605,19в4256,18в6886
г. Москва, пер. Мирской, д. 5;3;;33в4262,с41в4975,42в6774,32в3169,29с
г. Москва, пер. Мирской, д. 8, к. 1;2;;23в9244
г. Москва, пер. Мирской, д. 8, к. 2;1;;7в2718
г. Москва, пер. Мирской, д. 8, к. 2;3;;29к6514
г. Москва, пер. Мирской, д. 8, к. 3;1;;17 в,10в,1в
г. Москва, пер. Хуторской 1-й, д. 4 (дубль 1);1;;1к3381,6к3450,6 к 3450
г. Москва, пер. Хуторской 2-й, д. 4/13;1;;4 к 9450,4к9450
г. Москва, проезд. Петровско-Разумовский Стар., д. 6, к. 1;1;;13в9098,4в4568
г. Москва, проезд. Петровско-Разумовский Стар., д. 6, к. 1;2;;22 в 6978,25в7274,24в3430,39в1403,35в2898
г. Москва, проезд. Петровско-Разумовский Стар., д. 6, к. 1;3;;51в6888
г. Москва, проезд. Петровско-Разумовский Стар., д. 6, к. 1;4;;79в8559,70в0557
г. Москва, проезд. Петровско-Разумовский Стар., д. 6, к. 2;1;;131в5298
г. Москва, проезд. Петровско-Разумовский Стар., д. 6, к. 2;2;;104в4583,119в5656
г. Москва, проезд. Петровско-Разумовский Стар., д. 6, к. 2;3;;132в5370,131в4792,131в5298,133в6338,138в7378
г. Москва, проезд. Петровско-Разумовский, д. 10;1;;101,24в9888,1151994,16з,117в3269,121к,104,129к,122,125,к103к7522,1111
г. Москва, проезд. Петровско-Разумовский, д. 10;2;;36 в
г. Москва, проезд. Петровско-Разумовский, д. 10;3;;82к2444,93к2382,74к3180,72к5919,71к6365,68 в.,54в0188
г. Москва, проезд. Петровско-Разумовский, д. 10;4;;99в3215,25в5177,24в9888,20в7472,100в8720,1в3682,17в6040
г. Москва, проезд. Петровско-Разумовский, д. 11А;1;;20в7080
г. Москва, проезд. Петровско-Разумовский, д. 11А;2;;27к6775,26в3712,24в8168,23в 7733,23в7733
г. Москва, проезд. Петровско-Разумовский, д. 11А;3;;58в7359,43в7039,59в4100,34в4444
г. Москва, проезд. Петровско-Разумовский, д. 12 (дубль 1);2;;30б2794,16в9145,52в5485,21в6664,30в2794,29в6020,16в91145
г. Москва, проезд. Петровско-Разумовский, д. 12 (дубль 1);3;;45к6627,43в6378
г. Москва, проезд. Петровско-Разумовский, д. 12 (дубль 1);4;;52в5485,50в0829,51в1807,56в9373,54в4974
г. Москва, проезд. Петровско-Разумовский, д. 13, к. 1;2;;39к3870
г. Москва, проезд. Петровско-Разумовский, д. 13, к. 1;3;;43к5871
г. Москва, проезд. Петровско-Разумовский, д. 13, к. 2;1;;2481,5в,2486
г. Москва, проезд. Петровско-Разумовский, д. 14;1;;24к4534
г. Москва, проезд. Петровско-Разумовский, д. 14;2;;32 в
г. Москва, проезд. Петровско-Разумовский, д. 14;3;;64 в
г. Москва, проезд. Петровско-Разумовский, д. 16;1;;35в3336,10к9581,723570,10в9581,5в5094,27в6577,7в3170
г. Москва, проезд. Петровско-Разумовский, д. 16;2;;13в9112,12в9157,14в7299,16в7138,20в9020,95в4982,44в9170,44в9170
г. Москва, проезд. Петровско-Разумовский, д. 16;3;;27в6577,23в8980,29в5047
г. Москва, проезд. Петровско-Разумовский, д. 16;4;;37в1992,31в2059,33в3167,35в3336,38в1100
г. Москва, проезд. Петровско-Разумовский, д. 16;5;;49в0794,43в2567
г. Москва, проезд. Петровско-Разумовский, д. 16;6;;53к2236,56в
г. Москва, проезд. Петровско-Разумовский, д. 16;8;;71в8254,71в1726
г. Москва, проезд. Петровско-Разумовский, д. 16;9;;79#2064,9999#0339
г. Москва, проезд. Петровско-Разумовский, д. 16;10;;85в3200
г. Москва, проезд. Петровско-Разумовский, д. 16;11;;95*4982,95в2539
г. Москва, проезд. Петровско-Разумовский, д. 16;14;;127к1604,116 к 7812
г. Москва, проезд. Петровско-Разумовский, д. 16;15;;131к8344,131к8344,131*8344,131 к 8344
г. Москва, проезд. Петровско-Разумовский, д. 17;1;;17в6405
г. Москва, проезд. Петровско-Разумовский, д. 17;2;;90к2347,7к9037
г. Москва, проезд. Петровско-Разумовский, д. 17;3;;90к2347
г. Москва, проезд. Петровско-Разумовский, д. 17А;1;;036,19v,27 в,999
г. Москва, проезд. Петровско-Разумовский, д. 18;1;;5в1106,14в4705
г. Москва, проезд. Петровско-Разумовский, д. 18;2;;10в3636,с63в2899,67в1599,66в7274,36в6316,51в2621,42в7217,62в4027
г. Москва, проезд. Петровско-Разумовский, д. 18;3;;73в6037,99в4555,84в9352,75в1941,82в5323,94в2690
г. Москва, проезд. Петровско-Разумовский, д. 18;4;;с121,109к7255,128к8001
г. Москва, проезд. Петровско-Разумовский, д. 18;5;;38 в 4220
г. Москва, проезд. Петровско-Разумовский, д. 18А;1;;19в6889,2542,20в2542,18в8100
г. Москва, проезд. Петровско-Разумовский, д. 18А;2;;25в9530
г. Москва, проезд. Петровско-Разумовский, д. 2;1;;в58в7845,в28в8071,в54,в34в1571,в57в8315
г. Москва, проезд. Петровско-Разумовский, д. 20;1;;в52в4430,в10в6483,36873,в24,в11в9098,в81в3517
г. Москва, проезд. Петровско-Разумовский, д. 22, к. 11;2;;339к1316
г. Москва, проезд. Петровско-Разумовский, д. 22, к. 6;2;;268в9561
г. Москва, проезд. Петровско-Разумовский, д. 22, к. 8;1;;350в1464,1
г. Москва, проезд. Петровско-Разумовский, д. 22, к. 8;2;;381 в ,в401в5861
г. Москва, проезд. Петровско-Разумовский, д. 22, к. 8;3;;444к1092,431к4677,433 к 8919
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 1;1;;6в,8 в,8576
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 1;4;;56к5113,57к0449
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 15;1;;12345
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 15;2;;9089к,3712*,3466*,9089*
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 15;3;;12345
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 17;1;;7в4788,11в3211,12в4920,16в4783
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 17;2;;26в3210
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 18;1;;2418
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 18;2;;3232*
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 19;1;;24к6154,200к0899
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 19;2;;92в1011,в88в6188,??7,59в,в63в0357,в80в2611
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 19;3;;98к9861,98,133к2334
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 19;4;;179 в
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 19;6;;1к1111,1к1111
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 4;4;;1812
г. Москва, проезд. Петровско-Разумовский, д. 24, к. 5;1;;274к4589
г. Москва, проезд. Петровско-Разумовский, д. 25 (дубль 1), к. 1;1;;4*9813,9305,8618,201192,16*3420,74376
