Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, б-р. Строгинский, д. 12;1;;4576,11
г. Москва, б-р. Строгинский, д. 13, к. 3;1;;12,28
г. Москва, б-р. Строгинский, д. 13, к. 3;2;70р0960;44#8001,44#8001,41в2063,70в9472,61в5413
г. Москва, б-р. Строгинский, д. 13, к. 3;3;93р7116;105 в,102#6562
г. Москва, б-р. Строгинский, д. 13, к. 3;4;112р0884;41в,39в,119в
г. Москва, б-р. Строгинский, д. 14, к. 1;1;;16 # 3945,16р3945
г. Москва, б-р. Строгинский, д. 14, к. 1;2;;7777,7777в,7777 в,7777 в,54в
г. Москва, б-р. Строгинский, д. 14, к. 2;1;;111к6580,4431,143к8355,128к0445,137к1421,119к2225,141к3745,133к1301,104к7401
г. Москва, б-р. Строгинский, д. 14, к. 2;2;;158 р 9492,154#4854,167#0090,144#1346,153р9939
г. Москва, б-р. Строгинский, д. 14, к. 2;3;;197в,192,09
г. Москва, б-р. Строгинский, д. 14, к. 2;4;;161в
г. Москва, б-р. Строгинский, д. 17, к. 1;1;;1,29в,5в
г. Москва, б-р. Строгинский, д. 17, к. 1;2;;71в,в55в6310,53в,в51в6301
г. Москва, б-р. Строгинский, д. 17, к. 1;3;;114в,104в,129,в110в1902в
г. Москва, б-р. Строгинский, д. 17, к. 1;4;;178в,185в,в189в6555в,152в
г. Москва, б-р. Строгинский, д. 17, к. 1;5;;194к2710,213к1243,17,222к5070
г. Москва, б-р. Строгинский, д. 17, к. 1;6;;270#991,277*01,17,241к606,242#797,269р882
г. Москва, б-р. Строгинский, д. 17, к. 1;7;;327к766,4545,324к513,320к686,320к686,316к623,310,291к836,300к,к314к940
г. Москва, б-р. Строгинский, д. 17, к. 1;8;;354к7592,337к4901,335к4903,334к0534,335к4303,352к1428,328в,377к3766,374к2850
г. Москва, б-р. Строгинский, д. 17, к. 1;9;;394к0580,392к9004,550к6512,382к2161,417к1132,385к3316,409к1653,405к4913
г. Москва, б-р. Строгинский, д. 17, к. 1;10;;461к9480,445#798,437#172,436к851,428к8352,427к8840,426к1909,453#615
г. Москва, б-р. Строгинский, д. 17, к. 1;11;;516#123,503#862
г. Москва, б-р. Строгинский, д. 17, к. 1;12;;565 # 139
г. Москва, б-р. Строгинский, д. 17, к. 1;13;;592к0970,577к244,586к4375,609к6311,613к0369,585к0037,596к9496,583 в.,577#244
г. Москва, б-р. Строгинский, д. 22;1;;к521,к825
г. Москва, б-р. Строгинский, д. 26, к. 1;1;;41в,33в,7в
г. Москва, б-р. Строгинский, д. 26, к. 1;2;;в88в2178в,5284,в50в2143в,в79в2166в
г. Москва, б-р. Строгинский, д. 26, к. 2;3;;в99в3940,2846,в118в4946
г. Москва, б-р. Строгинский, д. 26, к. 2;4;;8,6 ,63в,175, 73в,64,172,73в,63,86в
г. Москва, б-р. Строгинский, д. 26, к. 2;5;р1234;к423
г. Москва, б-р. Строгинский, д. 26, к. 2;6;;252к,275р4825,277#5906,236#2467,234#9193,244#8032,250#4589,251#5908
г. Москва, б-р. Строгинский, д. 26, к. 2;7;6547;р1234,#1234
г. Москва, б-р. Строгинский, д. 26, к. 2;8;;32в,360(32в),5123,2543,1325,5835,6385в,9762
г. Москва, б-р. Строгинский, д. 26, к. 2;9;;394в,383в,3685,5438,9637в,9783,4627,6547
г. Москва, б-р. Строгинский, д. 26, к. 3;1;2234в;571к1118
г. Москва, б-р. Строгинский, д. 30;1;;62к3192/62,63/63,54к6687,105к3943/105
г. Москва, б-р. Строгинский, д. 4, к. 1;1;;34в,2140,128
г. Москва, б-р. Строгинский, д. 4, к. 1;2;;2140,2140 в,2140в,2140б
г. Москва, б-р. Строгинский, д. 4, к. 1;3;2846в;106в,138в,2846
г. Москва, б-р. Строгинский, д. 4, к. 1;4;;в 173 в 6371в,9876в,в183в1806в,в173в6371в
г. Москва, б-р. Строгинский, д. 4, к. 1;5;2846;215в,88,2846,222в,226в,209в,221в
г. Москва, б-р. Строгинский, д. 4, к. 2;1;;1,11,1в, 42
г. Москва, б-р. Строгинский, д. 4, к. 2;2;;109в
г. Москва, б-р. Строгинский, д. 4, к. 2;4;;333#285,418р161
г. Москва, б-р. Строгинский, д. 5;1;;95в,74в,8в
г. Москва, б-р. Строгинский, д. 7, к. 1;1;;36к1111,9#347,34р974,5#522
г. Москва, б-р. Строгинский, д. 7, к. 1;2;;134к0553
г. Москва, б-р. Строгинский, д. 7, к. 1;3;;134к0553,134к0553
г. Москва, б-р. Строгинский, д. 7, к. 1;4;;к183к2586,152 в,423,187к0580,147к5761
г. Москва, б-р. Строгинский, д. 7, к. 1;5;;в423,*#423,#423,*324#,/423,*423,#243,9657
г. Москва, б-р. Строгинский, д. 7, к. 1;6;;238к0062,283к1316,255-0046,251к8069,246к2090,245к4948
г. Москва, б-р. Строгинский, д. 7, к. 1;7;;250к1234,298в,250к1234
г. Москва, б-р. Строгинский, д. 7, к. 1;8;; 423,#423,*#423,423,р423
г. Москва, б-р. Строгинский, д. 7, к. 1;9;;2в,107в
г. Москва, б-р. Строгинский, д. 7, к. 1;10;;493к5119,446к1027,456к4104,445к4952,447,430в
г. Москва, б-р. Строгинский, д. 7, к. 1;11;;516к3186,487к9901
г. Москва, б-р. Строгинский, д. 7, к. 1;12;;5543,3649,6653,9657,8740,9669,9441,3027
г. Москва, б-р. Строгинский, д. 7, к. 2;1;;5843,94в,в94,94,95в,в95
г. Москва, б-р. Строгинский, д. 7, к. 2;2;;2180,7182
г. Москва, б-р. Строгинский, д. 7, к. 2;4;;8596,721,777
г. Москва, б-р. Строгинский, д. 7, к. 2;5;;2180,2843в,2843 в,722#8043,28в
г. Москва, б-р. Строгинский, д. 7, к. 2;6;762р6413;783р9439,751#1073,766р2424,в 80
г. Москва, б-р. Строгинский, д. 7, к. 2;7;809р0759;786в ,806р7798
г. Москва, б-р. Строгинский, д. 7, к. 2;8;;29в,29в
г. Москва, проезд. Неманский, д. 1, к. 1;1;;1,100к1234,396 в,в51,16к3987,1111,33к2616,44к0534,8к7142
г. Москва, проезд. Неманский, д. 1, к. 1;2;;109 к 6293,133в
г. Москва, проезд. Неманский, д. 1, к. 1;3;;168к4898,165к3631
г. Москва, проезд. Неманский, д. 1, к. 1;4;;243к4050,210к2765,246к9438,234 в,240к3477
г. Москва, проезд. Неманский, д. 1, к. 1;5;;293к7579
г. Москва, проезд. Неманский, д. 1, к. 1;6;382к0237;362к8123,377к9637,382к0237,395,356в,357 в.
г. Москва, проезд. Неманский, д. 1, к. 1;7;;412к4518,425к6326,470,468в
г. Москва, проезд. Неманский, д. 1, к. 1;8;;499*7179,522 в,479 к 0669
г. Москва, проезд. Неманский, д. 1, к. 3;1;;16к4496,23к1306,1,23,3 к 4909,39к2503,3305,1225к44,18к2846
г. Москва, проезд. Неманский, д. 1, к. 3;2;;79к1886,76к2860,66к1980,173к7298,109 7800,110в3409,102к4017,в126,250к1643,86к1772
г. Москва, проезд. Неманский, д. 1, к. 3;3;;148к9802,157 к2818,173 к 7298
г. Москва, проезд. Неманский, д. 11;1;;2к0670,22к1486,48к5532
г. Москва, проезд. Неманский, д. 11;2;;92 р.653,77р667
г. Москва, проезд. Неманский, д. 11;3;;135к0150,30к5871,141к7992
г. Москва, проезд. Неманский, д. 11;4;;158к2379,163к9894,153к2108
г. Москва, проезд. Неманский, д. 11;5;;237в,235к7826,218к4297,233к2747,201к 1514,233к2747
г. Москва, проезд. Неманский, д. 11;6;;272к7512,253к0681,254к1752
г. Москва, проезд. Неманский, д. 11;7;;333#321,310р191,314#161,310#191,331#542,304#291,300#871,33#321,314 161,305911
г. Москва, проезд. Неманский, д. 11;8;;в368в2186,344б,348#,0,2140
г. Москва, проезд. Неманский, д. 11;9;;р 4230
г. Москва, проезд. Неманский, д. 11;10;;477,в464в3842,4719701,1234,в478в5766
г. Москва, проезд. Неманский, д. 11;12;;571к2748,549к4760,549к4760,549*4760,549 к 4760
г. Москва, проезд. Неманский, д. 11;13;;4541,585в,617к0878,594к5299,582к5820,615к2821
г. Москва, проезд. Неманский, д. 11;14;;652к0028
г. Москва, проезд. Неманский, д. 11;16;;#4230,р4230
г. Москва, проезд. Неманский, д. 11;17;;797к2274,794к1322,797 к 2274,797к2274,775к2483
г. Москва, проезд. Неманский, д. 11;18;;780* 5989,819
г. Москва, проезд. Неманский, д. 13, к. 1;1;;34к5946,95к4588,107к2222,86к9989,94к3455,107 к 2222,128к4951,102к0776,107к2222,74 к 1730,215,207к2222,65к3481,53к4635,107 к 2222,512,27к2448,107к2222
г. Москва, проезд. Неманский, д. 13, к. 1;8;;54к1588
г. Москва, проезд. Неманский, д. 13, к. 2;1;в60в8031;1,1344\ 4413,065к47,115к7963,165,116к2325,091к9848,090к2020 о,088к6048,169,081к0738,119к3659,077,012к7176,074к2882,124к4087,070,130 к 8871,69,135к8532,069к1833,014к3301,064к9222,014к3301,063к528,140к1606,169,140к166,062к7370,146к7574,61к7462,150к3145,060к0430,153к5583,041к7917,158к7463,37 34,113к2081,030,160к5322,029,2149164к,690к2020,112к7691,026к6649,011к4397,024,025к0755,023к9966,104к6085,022к6320,101к1702,024к0622,024к0622,058к3147,057к2157,119к3659,054к0358,051к4207,050,048к8347,169в,044к6022,169 
г. Москва, проезд. Неманский, д. 13, к. 2;2;;059к9953,090к2020,065к3447
г. Москва, проезд. Неманский, д. 3;1;;1к6269,24к3318,22к5395,17к5077,9к0817,33к8679,33в8679,29к7929,26к7659
г. Москва, проезд. Неманский, д. 3;2;;60к6313,49к9458,54к1682,71к6371,72к5969
г. Москва, проезд. Неманский, д. 3;3;;91к5288,96rk0715
г. Москва, проезд. Неманский, д. 3;4;;111в,117 р. 416,144#502,117р416
г. Москва, проезд. Неманский, д. 3;5;;162к9020,148к8126,176к1450,167к1305
г. Москва, проезд. Неманский, д. 3;6;;#0551,р0551,0551
г. Москва, проезд. Неманский, д. 3;7;;221к7275,221к7275
г. Москва, проезд. Неманский, д. 3;8;252реш126;255#928,02
г. Москва, проезд. Неманский, д. 5, к. 1;1;53р195;390р247,#423,*423,44#423,#423,р423,30#188
г. Москва, проезд. Неманский, д. 5, к. 1;2;735р499,53р195;81р825,54к2363,59#312,62к8395,65к8062,68#193,70#3188,74#219,88#395,86к8733,#423,90к260,75#347
г. Москва, проезд. Неманский, д. 5, к. 1;3;185р783,735р499;309р123,309к123
г. Москва, проезд. Неманский, д. 5, к. 1;4;185р783;52р861,166#094,145#928,180#508,152#861,173#541,180р508
г. Москва, проезд. Неманский, д. 5, к. 1;6;р423;375 #,252 
г. Москва, проезд. Неманский, д. 5, к. 1;7;р423;423,*423,*#423,р423,*#423
г. Москва, проезд. Неманский, д. 5, к. 1;8;;375,341#214,390#247
г. Москва, проезд. Неманский, д. 7, к. 1;1;;1к2399,1к1010,1к2399
г. Москва, проезд. Неманский, д. 7, к. 1;2;;82*,5349
г. Москва, проезд. Неманский, д. 7, к. 1;3;;140в,115
г. Москва, проезд. Неманский, д. 7, к. 1;4;;171,2580,182в,176 в
г. Москва, проезд. Неманский, д. 7, к. 1;5;;221к0917,217к3045
г. Москва, проезд. Неманский, д. 7, к. 1;6;;280в,268к5839,276к5353,279к5719
г. Москва, ул. Исаковского, д. 10, к. 1;1;11к7020;1 к 6872,26к7036,3к2183,12 к 5210,250к2658,7 к 2139,1к6872,12к5210
г. Москва, ул. Исаковского, д. 10, к. 1;2;;91 776,64к0378,44к5549,в52,в69,в49,в63,45,43к1703,39в,в60,59к8283
г. Москва, ул. Исаковского, д. 10, к. 1;3;р423;90156,87в.,91#776,*91к776,76#943,108#676,107#206,5#128,102#492
г. Москва, ул. Исаковского, д. 10, к. 1;4;;130в
г. Москва, ул. Исаковского, д. 12, к. 2;1;;269к8911
г. Москва, ул. Исаковского, д. 12, к. 2;2;411к1896;
г. Москва, ул. Исаковского, д. 12, к. 2;4;;3330798,#423
г. Москва, ул. Исаковского, д. 12, к. 2;5;;270в,274в,263 р 117,288р116,281#751
г. Москва, ул. Исаковского, д. 12, к. 2;6;;301к7914
г. Москва, ул. Исаковского, д. 14, к. 2;1;;383к7980,363к7293,388к7748,393к8801,486#221
г. Москва, ул. Исаковского, д. 14, к. 2;2;409к8824;409к8824
г. Москва, ул. Исаковского, д. 14, к. 2;3;;442к9752
г. Москва, ул. Исаковского, д. 16, к. 1;1;7в2917,25в0294;7в2917,25в0294,149в1029*,150в2383,2в4112,18в0106,17в2746,16в8105
г. Москва, ул. Исаковского, д. 16, к. 1;2;68в4183,54в6204;68в4183,66 в 4120,70в7003,36в6869,66в4120,45в2803
г. Москва, ул. Исаковского, д. 16, к. 1;3;82р4948;71#9345,72р5228,74#8615,81р4510,94р1277,100р3050
г. Москва, ул. Исаковского, д. 16, к. 1;4;125в5707;125в5707,112в6304,112 в 6304,133в8904,130в4060,135в4012
г. Москва, ул. Исаковского, д. 16, к. 1;5;;171в2516,173в8840,157в2088,152в6742,173 в 8840,153в5777,149в1029,153в5777,157 в 2088,167в2695
г. Москва, ул. Исаковского, д. 16, к. 1;6;188в5682;188в5682,189в0057,184в5141,212 в 6848,211в5201,209в4812,199в9974,188к5682,212в6848
г. Москва, ул. Исаковского, д. 16, к. 1;7;223р1803;215в3366,223#1803,223#1803
г. Москва, ул. Исаковского, д. 16, к. 1;8;265в6598;265в6598,275в3780,274в8623,249в3767,264в8872
г. Москва, ул. Исаковского, д. 16, к. 1;9;298р246;299к836,309#763,10р333,10#333,10к333
г. Москва, ул. Исаковского, д. 16, к. 1;10;335в1680,323к0202;335в1680,339в9588,343 в 1400,320в7676
г. Москва, ул. Исаковского, д. 18;1;13#2093;
г. Москва, ул. Исаковского, д. 18;2;50р7595;50#7595,35р8522,60#3556,48#0344,42р8987
г. Москва, ул. Исаковского, д. 18;3;100р8579,97р5143;100в,100#8579,99р7434,77#7294,129#090,88#7053,86#5413, 76#1359,77р7294
г. Москва, ул. Исаковского, д. 18;4;;134к0308,130к2429,125к9325,123к0369,110к0576,138к0447,141к1881
г. Москва, ул. Исаковского, д. 2, к. 1;2;;37в,45в,45 в
г. Москва, ул. Исаковского, д. 2, к. 1;3;;085к,100к533,086,115 *397,178к502,076
г. Москва, ул. Исаковского, д. 2, к. 1;4;;4589в
г. Москва, ул. Исаковского, д. 2, к. 1;5;;4114
г. Москва, ул. Исаковского, д. 2, к. 1;6;;256к6768,231к6413
г. Москва, ул. Исаковского, д. 2, к. 2;1;;7к8065,44к0313,6к5871,6к5871
г. Москва, ул. Исаковского, д. 2, к. 2;2;;в76в5445в,в51в9611в,в88в1090в
г. Москва, ул. Исаковского, д. 2, к. 2;4;;145в,177в,'',176в
г. Москва, ул. Исаковского, д. 2, к. 2;5;;228,219 в,0210
г. Москва, ул. Исаковского, д. 2, к. 2;6;р4230;265в6316,278к7722,277к5245,269к4901,268 ,245к3335,266к8888,262к5411,261к9814,251к3763,249к7913,241к1928
г. Москва, ул. Исаковского, д. 2, к. 2;7;;330к2979,320к4589,320 к 4589,288к3925
г. Москва, ул. Исаковского, д. 20, к. 1;1;;051,007,060к740,057,056в,055,028к108,048,046к138,042,039,036,033,030к1945,028к8,12v,047к011
г. Москва, ул. Исаковского, д. 20, к. 1;2;в29в2140;в79в2140,в103в8810,в78в7240,в113в6274,в119в0917
г. Москва, ул. Исаковского, д. 20, к. 1;3;;157к3538
г. Москва, ул. Исаковского, д. 20, к. 1;4;192к8758;192к8758,192к8758,214к2726
г. Москва, ул. Исаковского, д. 20, к. 2;1;р0551;274#523,#0551,1
г. Москва, ул. Исаковского, д. 20, к. 2;2;18р218;424#315,294#343,#0551,298#808,313з999,308#991,302#770
г. Москва, ул. Исаковского, д. 20, к. 2;3;339р284;344#782,#05153,*5#123,340#248,5#123,#0551,5#123,1#123
г. Москва, ул. Исаковского, д. 20, к. 2;4;р0551;р0551,р 0551,#0551,#0551
г. Москва, ул. Исаковского, д. 20, к. 2;5;18р218;18# 218,99#778
г. Москва, ул. Исаковского, д. 20, к. 2;6;;455в0172
г. Москва, ул. Исаковского, д. 22, к. 1;1;3к9070;22к4566
г. Москва, ул. Исаковского, д. 22, к. 1;2;49к4715;38в,50р0609,36
г. Москва, ул. Исаковского, д. 22, к. 1;3;;90к9852,90 к 98 52
г. Москва, ул. Исаковского, д. 22, к. 1;4;;227к1917
