Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, б-р. Петровский, д. 17/1;1;;33к333
г. Москва, б-р. Покровский, д. 14/5;3;;33к3354,38к2204,33к3354
г. Москва, б-р. Покровский, д. 14/5;4;;79055600427
г. Москва, б-р. Покровский, д. 14/5;6;;84 в
г. Москва, б-р. Покровский, д. 8, стр. 2;3;;4578
г. Москва, б-р. Страстной, д. 4, стр. 3;1;;49,53к6736,1
г. Москва, б-р. Страстной, д. 4, стр. 3;2;;31к3936,69
г. Москва, б-р. Страстной, д. 4, стр. 3;3;;25,31к3934,26к2120,24к1588,к742,030,1
г. Москва, б-р. Страстной, д. 4, стр. 4;1;;60к4620
г. Москва, б-р. Страстной, д. 7, стр. 1;1;;28к2757,37к1175,129
г. Москва, б-р. Тверской, д. 17, стр. 1;1;;5,7в,в17,6
г. Москва, б-р. Тверской, д. 19;1;;2к8612
г. Москва, б-р. Тверской, д. 20, стр. 4;1;;14/14
г. Москва, б-р. Тверской, д. 20, стр. 4;2;;18/18
г. Москва, б-р. Цветной, д. 21, стр. 1;1;;1569,259,259к,148,925,0,20к3222,2233
г. Москва, б-р. Цветной, д. 21, стр. 6;1;;77к 7092,с60в,64 в
г. Москва, б-р. Цветной, д. 21, стр. 6;3;;82к1076,75,82к6269
г. Москва, б-р. Цветной, д. 23, стр. 1;1;;9 в.,22 ,10к 2100
г. Москва, б-р. Цветной, д. 23, стр. 1;2;;с32в,37 в
г. Москва, б-р. Цветной, д. 25, стр. 1;1;;20к3222,94 к3317,38 .,23к3704,27в,27к3562,21к9791,78к3456,09к2243,95к3610,38,94к3317,38 -,3
г. Москва, б-р. Цветной, д. 25, стр. 1;2;;031,38,17к77
г. Москва, б-р. Цветной, д. 25, стр. 1;3;;29в7326,29к7326,53
г. Москва, б-р. Цветной, д. 25, стр. 1;4;;69к1210,8к0356,150,150 ,61к7311,62 в,9к2243,68к0757,7к4897
г. Москва, пер. Благовещенский, д. 5;2;;7(4),34к3403
г. Москва, пер. Брюсов, д. 2/14, к. 2;1;;023,033,032,003,028,021,020,002,018,017,011,013в,014,13,016,009,1,007
г. Москва, пер. Брюсов, д. 2/14, к. 2;2;;121к2649
г. Москва, пер. Брюсов, д. 2/14, стр. 1;1;;1,1к6540,6
г. Москва, пер. Брюсов, д. 2/14, стр. 1;2;;119к9682
г. Москва, пер. Брюсов, д. 2/14, стр. 10;1;;730852
г. Москва, пер. Брюсов, д. 6;1;;24,21 ,26,25к1175
г. Москва, пер. Вадковский, д. 12;1;;1в6006,148,148 ,148
г. Москва, пер. Вадковский, д. 12;2;;20в,23 в,18 в.,28 в
г. Москва, пер. Вадковский, д. 12;3;;32 в6182,32в6182
г. Москва, пер. Вадковский, д. 12;4;;548в9369,179,179,48в9669,48в9369,64в7026,80в4188
г. Москва, пер. Вадковский, д. 12;5;;70в6426,340,к64в7026,64в7026
г. Москва, пер. Вадковский, д. 12;6;;80в4188в,80в4188,80в4188
г. Москва, пер. Вадковский, д. 16;1;;061,3 в,с9в,1 в
г. Москва, пер. Вадковский, д. 16;2;;.23 ,27 в,470,35 в,29,25,в34
г. Москва, пер. Вадковский, д. 16;3;;42в6207,42 в 6207
г. Москва, пер. Вадковский, д. 16;4;;063,060,074,070,069,066 ,068,078,062,065,064
г. Москва, пер. Вадковский, д. 20, стр. 1;4;;38в6456
г. Москва, пер. Вадковский, д. 4/6;1;;1в8612,167, 167
г. Москва, пер. Вадковский, д. 4/6;2;;38в,39 в
г. Москва, пер. Вадковский, д. 4/6;3;;240 ,059,с 48,47в,3в9552, 240,240,240
г. Москва, пер. Вадковский, д. 4/6;4;;158, 158,2в2118
г. Москва, пер. Весковский, д. 4;1;;9,268 26в,26826,8-,248,30в,248/30
г. Москва, пер. Весковский, д. 4;2;;13к4015,109к3677
г. Москва, пер. Весковский, д. 4;3;;428 .,248,33в.,28248,248,27,28к3000,22в,3,26в,с33в,248
г. Москва, пер. Волконский 2-й, д. 1;1;;19в,19к,19
г. Москва, пер. Волконский 2-й, д. 12;2;; с 17 в, 17#1319
г. Москва, пер. Волконский 2-й, д. 12;3;;23к4892,30к9061,23в
г. Москва, пер. Воротниковский, д. 10, стр. 3;1;;360,10к4678,360,15к1978,9к2506,09к2506,14к1410, 360, 306,16к1810,21к1742
г. Москва, пер. Воротниковский, д. 11, стр. 1;1;;80к7122,60к2244,12,18к9431,7 ,14,40,11к8943,1,131
г. Москва, пер. Воротниковский, д. 5/9;1;;14к1347,11 в
г. Москва, пер. Воротниковский, д. 5/9;2;;2к5904,30-.,35к9410
г. Москва, пер. Воротниковский, д. 5/9;3;;049,с045,047,038,043
г. Москва, пер. Воротниковский, д. 5/9;4;;60к8847,53к0905,55к5065,55
г. Москва, пер. Воротниковский, д. 5/9;5;;44к0652
г. Москва, пер. Воротниковский, д. 7, к. 3;1;;548,458
г. Москва, пер. Воротниковский, д. 7, к. 3;2;;5700#,5700#
г. Москва, пер. Воротниковский, д. 7, к. 3;3;;853,358,308
г. Москва, пер. Воротниковский, д. 7, к. 4;1;;890,36,38 ,38,3800#
г. Москва, пер. Воротниковский, д. 7, к. 4;2;;37к2169,890,890 ,098,890.,41к9668,46к5710,42к6520
г. Москва, пер. Воротниковский, д. 8, стр. 1;1;;10 в,52к5000,50.,55,50,в1
г. Москва, пер. Воротниковский, д. 8, стр. 1;2;;52к5000
г. Москва, пер. Глинищевский, д. 5/7;1;;009,012,006,015в.,005,013в.,54,014в,11,011в.,004 в,016,02
г. Москва, пер. Глинищевский, д. 5/7;2;;020,017в.,027,026,032,025,24в.,030,073 0073,307 18,019в.,018
г. Москва, пер. Глинищевский, д. 5/7;3;;46 в,33 в,34 в
г. Москва, пер. Глинищевский, д. 5/7;4;;79 .,12,67 в,109 в
г. Москва, пер. Глинищевский, д. 5/7;5;;87,'', 99
г. Москва, пер. Глинищевский, д. 5/7;6;;"3к0752;105,3 к 0752,3к0752,097,3к0752.102"
г. Москва, пер. Гнездниковский Б., д. 10;1;;777,101,419+.,401,222,'',103 в,'',514,629 в,720
г. Москва, пер. Гнездниковский Б., д. 10;2;;231в.,632 в,122,534в,'', 424,101 .,101,777,806.
г. Москва, пер. Гнездниковский М., д. 9, стр. 7;1;;61 в,65 в,66 в,64 в,63в.,0,62 .
г. Москва, пер. Гнездниковский М., д. 9, стр. 7;2;;73 в,77,77d,70 .
г. Москва, пер. Дегтярный, д. 10, стр. 2;1;;.#8262,18,#8262
г. Москва, пер. Дегтярный, д. 10, стр. 3;1;;20к5599,17
г. Москва, пер. Дегтярный, д. 15, к. 1;1;;020,012,008,010,009,017,004,001,018,015,019,10,021,016
г. Москва, пер. Дегтярный, д. 15, к. 2;1;;017,011,009,004,014,020,016,008,012,005,013,006,027
г. Москва, пер. Дегтярный, д. 5, стр. 1;2;;21 в,21в,20 ,19в
г. Москва, пер. Камергерский, д. 2;1;;53к4273
г. Москва, пер. Каретный Б., д. 17, стр. 1;1;;1в,1в
г. Москва, пер. Каретный Б., д. 17, стр. 1;2;;031,032,041,040,039,037,036,035,034,033,044,043,042в,047,046,025,026,027,028,029
г. Москва, пер. Каретный Б., д. 17, стр. 2;3;;069,о55,057,051,061,063,060
г. Москва, пер. Каретный Б., д. 17, стр. 3;1;;110к8171
г. Москва, пер. Каретный Б., д. 17, стр. 3;2;;145 к 2370
г. Москва, пер. Каретный Б., д. 18, стр. 1;1;;50в (),50в,50d,50,52 в
г. Москва, пер. Каретный Б., д. 18, стр. 1;2;;51,с50в,32 1к1245,390,1с1245,390.,1к1245,46
г. Москва, пер. Каретный Б., д. 20, стр. 1;1;;16к1516,13 в
г. Москва, пер. Каретный Б., д. 4, стр. 7;1;;11в.,2к1271,679,2в1271,1,6в8144,13в0808
г. Москва, пер. Каретный Б., д. 6;1;;139,193,100
г. Москва, пер. Каретный Б., д. 6;2;;138,8к0415
г. Москва, пер. Каретный М., д. 5;1;;в3в8314,в3в 8314
г. Москва, пер. Каретный М., д. 9, стр. 1;1;;24 ,2в,24,61,с8,31,с41в,с6в
г. Москва, пер. Козицкий, д. 1а;1;;15,078,1к6879,1
г. Москва, пер. Козицкий, д. 1а;2;;032,025,027,031,016
г. Москва, пер. Козицкий, д. 1а;3;;50-.,040,52к2343,1,054
г. Москва, пер. Козицкий, д. 1а;4;;091,089,88в.,081,079,1к6879,073,061,099,097
г. Москва, пер. Колобовский 1-й, д. 13/14, стр. 3;1;;7в2885,378,21в6256,10,1,24в1737
г. Москва, пер. Колобовский 1-й, д. 13/14/2, стр. 4;1;;3в3,555,3в3555,134,1
г. Москва, пер. Колобовский 1-й, д. 15/6, стр. 1;1;;071,009в,008 .р,065,082,006,087,043,041,039в,037 ,031,003,199,193,021,019,016,091
г. Москва, пер. Колобовский 1-й, д. 16, стр. 1;1;;3к5124,5к4039,6к2331,9к7096,7к2922
г. Москва, пер. Колобовский 1-й, д. 16, стр. 1;2;;13,134.,135,13к5619,12к0959,134 ,134.
г. Москва, пер. Колобовский 1-й, д. 16, стр. 1;3;;24к4041
г. Москва, пер. Колобовский 1-й, д. 16, стр. 2;1;;34к9677,569,33к6729,28к9130,569,569.,32к8781
г. Москва, пер. Колобовский 1-й, д. 16, стр. 2;3;;19к1850
г. Москва, пер. Колобовский 1-й, д. 27/3, стр. 2;1;;14в3495
г. Москва, пер. Колобовский 1-й, д. 8;1;;52 в,в12в4458,в24в7830
г. Москва, пер. Колобовский 2-й, д. 12;1;;12р8318
г. Москва, пер. Колобовский 2-й, д. 12;2;;11в4834
г. Москва, пер. Колобовский 2-й, д. 2;1;;к6543
г. Москва, пер. Леонтьевский, д. 12;1;;102,125,123
г. Москва, пер. Леонтьевский, д. 14;1;;206,*508# ,216,209в,201, 1в,4 в, 204,213,220в
г. Москва, пер. Леонтьевский, д. 14;3;;239,238,234 2358,233 - 2358,232в
г. Москва, пер. Лесной 2-й, д. 10;1;;014,037,034,001,28 ,40.,019,25в.,15в.
г. Москва, пер. Лесной 2-й, д. 10;2;;. 78,1,64 ,79в,.80,083,065
г. Москва, пер. Лесной 2-й, д. 4/6, к. 1;1;;015,007,017,009,018,008,002,3141,004,005,010,016,к4230
г. Москва, пер. Лесной 2-й, д. 4/6, к. 1;2;;27к1457
г. Москва, пер. Лесной 2-й, д. 4/6, к. 1;3;;3141
г. Москва, пер. Лесной 2-й, д. 8;1;;7,26 в,8в,26в,15в,06,с11в,11,21в
г. Москва, пер. Лесной 2-й, д. 8;2;;45в,47 в,35в
г. Москва, пер. Лесной 2-й, д. 8;3;;91в,93 в,в - 67,71в,81в,85,89в,в -67
г. Москва, пер. Лесной 2-й, д. 8;4;;097,103 .,112
г. Москва, пер. Лихов, д. 2/3, стр. 2;1;;25к7946,17к5822,379,23к1489
г. Москва, пер. Никоновский, д. 3/1;1;;100,63к1181,63 в,к58,55к8193,1к1991
г. Москва, пер. Новолесной, д. 11/13;1;;27 .,15, 27,2650,с4в,15 .,11 ,12 ,27,2-в
г. Москва, пер. Новолесной, д. 11/13;2;;27,29в,15 .,с14в,27,21 в.,2650
г. Москва, пер. Новолесной, д. 7;1;;12в.,71.,с4в,6,10 - 
г. Москва, пер. Новолесной, д. 7;2;;20 в.,с22в
г. Москва, пер. Оружейный, д. 13, стр. 2;1;;8к9566
г. Москва, пер. Оружейный, д. 13, стр. 2;2;;276,267 .,15к9898,267
г. Москва, пер. Оружейный, д. 13, стр. 2;3;;249 ,32к9231,39к0043,249
г. Москва, пер. Оружейный, д. 13, стр. 2;4;;10к1010,450,450
г. Москва, пер. Оружейный, д. 23;1;;10к6947 
г. Москва, пер. Оружейный, д. 25, стр. 1Б;2;;029,057 в
г. Москва, пер. Палашевский Б., д. 1/14, стр. 1;1;;6р759\6
г. Москва, пер. Палашевский Б., д. 14А;1;;10 к 6985
г. Москва, пер. Палашевский Б., д. 14А;2;;в1в4444
г. Москва, пер. Перуновский, д. 4/10;1;;6к1025
г. Москва, пер. Перуновский, д. 4/10;2;;100к7320
г. Москва, пер. Перуновский, д. 4/8;1;;27к9217,1к0930,12к5791,28к1841,31в,29к3731,35к9992,38к4035,44к7096,54к1252,56к3635,50к3330,5к5908,49к7286,48к3578,49к7286,13к0230,15к2357,17к7583,2к7304,22к8084,66к3699,9к8671
г. Москва, пер. Петровский, д. 1/30, стр. 1;1;;в1в1940,19к7890,16 в,в13в9090,в12в1547,в11в4432,в10в1057,3 в,05,4 ,в15в4030
г. Москва, пер. Петровский, д. 1/30, стр. 1;2;;3 в.
г. Москва, пер. Петровский, д. 1/30, стр. 2;1;;в10в1057
г. Москва, пер. Петровский, д. 5, стр. 1;1;;3к2288,7 
г. Москва, пер. Петровский, д. 5, стр. 2;1;;014,к163,011,013
г. Москва, пер. Порядковый, д. 8;1;;148482,19в4406,9в2154,6в4139,56458,148462,4в8128,148 482,7в2777,1484820,14в8491,11в 4765
г. Москва, пер. Порядковый, д. 8;2;;23в1004,148248,28в7022,30в9155,38в1755,148,148284,148 248,22b0593,36в5198,34в0166,31в4212
г. Москва, пер. Порядковый, д. 8;3;;52в0624,44в3504,124248,с60в7419,57в5369,148284,62к4065,с 59в8179
г. Москва, пер. Порядковый, д. 8;4;;69в8384,698384,698384
г. Москва, пер. Порядковый, д. 8;5;;89в1613
г. Москва, пер. Порядковый, д. 8;6;;111в8875,108в8978
г. Москва, пер. Самотечный 1-й, д. 15, стр. 1;1;;1997,8к6274
г. Москва, пер. Самотечный 1-й, д. 16;1;;158 .,158,351 -,185
г. Москва, пер. Самотечный 1-й, д. 16;2;;679к,679,'',679 к
г. Москва, пер. Самотечный 1-й, д. 16;4;;569,с26в
г. Москва, пер. Самотечный 1-й, д. 17а;1;;689,689.,6-38,2в. 38,6в и 38,8
г. Москва, пер. Самотечный 1-й, д. 17а;2;;15к3303,742, 16,247, 13
г. Москва, пер. Самотечный 1-й, д. 18;1;;с8в,040 в,23в.,001,6 в
г. Москва, пер. Самотечный 1-й, д. 18;2;;049,034,059,к45,61,044,062,044 ,046,042,056,041,055,035в,058
г. Москва, пер. Самотечный 1-й, д. 2, стр. 1;1;;101к2493
г. Москва, пер. Самотечный 1-й, д. 20/1, к. 2;2;;5692
г. Москва, пер. Самотечный 1-й, д. 20/1, к. 2;3;;3401
г. Москва, пер. Самотечный 1-й, д. 22;1;;35в,35,1234,6395,1,35,35в
г. Москва, пер. Самотечный 1-й, д. 22;2;;1в,41,7428,9427,1234
г. Москва, пер. Самотечный 2-й, д. 4;1;;811331
г. Москва, пер. Самотечный 2-й, д. 7;2;;022к3862,32к4164
г. Москва, пер. Самотечный 3-й, д. 10;1;;12в4230,7в3618
г. Москва, пер. Самотечный 3-й, д. 10;2;;39 в 9889,39в9889,36в4855
г. Москва, пер. Самотечный 3-й, д. 10;3;;50в0866,47в8719,49в6890
г. Москва, пер. Самотечный 3-й, д. 13;1;;100к6292,100к6292
г. Москва, пер. Самотечный 3-й, д. 13;2;;100к1468
г. Москва, пер. Самотечный 3-й, д. 16;1;;15,42,033,110,97з,77 ,073,63-.,199
г. Москва, пер. Самотечный 3-й, д. 2;1;;92 к 5678,103к2365,53к6420,14к6857,106к0999,91к7636
г. Москва, пер. Самотечный 4-й, д. 3;1;;3 в/9*9632
г. Москва, пер. Старопименовский, д. 14;1;;"347 16,348 2к,348,18к.,348,3,348.,15,384;20к,348-14к,348,3к,1,348, 28к,348. 1к,348 27к,348 ,348.30к,438,348 8к,34819к,384 33к,384,12к.,348,32к"
г. Москва, пер. Старопименовский, д. 14;15;;348, 26к
г. Москва, пер. Старопименовский, д. 16;2;;34к4203
г. Москва, пер. Старопименовский, д. 4, стр. 1;3;;40к2267,100 к 3123
г. Москва, пер. Старопименовский, д. 6;1;;15к8501,. 7,3,1,20,20 к 1078,2к3150
г. Москва, пер. Старопименовский, д. 6;2;;25к1571,30к0303,7к8888
г. Москва, пер. Тверской-Ямской 1-й, д. 14;3;;36к9570,36к9570
г. Москва, пер. Тверской-Ямской 1-й, д. 16;3;;в32в4713в
г. Москва, пер. Тихвинский, д. 10/12, к. 1;1;;6,780 4,780
г. Москва, пер. Тихвинский, д. 10/12, к. 1;3;;23в6148,130
г. Москва, пер. Тихвинский, д. 10/12, к. 2;1;;с8в,6 ,2 
г. Москва, пер. Тихвинский, д. 10/12, к. 2;2;;179,8в8768
г. Москва, пер. Тихвинский, д. 10/12, к. 2;3;;50,5
г. Москва, пер. Тихвинский, д. 10/12, к. 3;1;;1в4652
г. Москва, пер. Тихвинский, д. 10/12, к. 3;2;;15к9034,120,8в5834
г. Москва, пер. Тихвинский, д. 10/12, к. 3;3;;458,458 .,15в9034
г. Москва, пер. Тихвинский, д. 10/12, к. 4;1;;160 ,160,83в3625
г. Москва, пер. Тихвинский, д. 10/12, к. 4;2;;280,в91в7124,208,160,83в3625,91в7124,280
г. Москва, пер. Тихвинский, д. 10/12, к. 5;1;;11,2.,06,07,01
г. Москва, пер. Тихвинский, д. 10/12, к. 5;2;;22 в,450,2,16 в,с27в
г. Москва, пер. Тихвинский, д. 10/12, к. 6;1;;450,11в,145
г. Москва, пер. Тихвинский, д. 10/12, к. 6;2;;20в,18в,450 ,450 ,450,17в7255
г. Москва, пер. Тихвинский, д. 10/12, к. 7;2;;10в7435,10в7445,10в7445
г. Москва, пер. Тихвинский, д. 10/12, к. 7;3;;459,19в4834,549
г. Москва, пер. Тихвинский, д. 10/12, к. 9;2;;16в2054,150
г. Москва, пер. Тихвинский, д. 10/12, к. 9;5;;5,52в,с49в
г. Москва, пер. Тихвинский, д. 10/12, к. 9;7;;5739,69,89,89 
г. Москва, пер. Тихвинский, д. 11;1;;13 к 1347,с22к5172
г. Москва, пер. Тихвинский, д. 13;1;;006,034,001в,028,007,003,040,026,038,031,037,023,010,024,020,027,011,017
г. Москва, пер. Тихвинский, д. 13;2;;042,072,046,061,047,066,050,078,052,068,053,074,054,к423,056,057,041,040
