Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, пл. Смоленская, д. 13/21;2;;"140и52,86к4343,140,87,104и 99,140 и 98,97 и 140,96к240,140 и 96,240/ 95,140;101,140 и 93,140и90,240 84,140 83,140 82,87 ,87,240 2 80,140 и 80,240 79,140 и 78,24077,140, 76в,240 и 75,240.74,140. 73,140/,240и692418,140/67в,240 и 64,140 и 63,240 и 61,140,140и57,140( 54,240 / 52,140в 50,140и48,140, 47,164в,141, 241,140, 102"
г. Москва, пл. Смоленская, д. 13/21;3;;113/38,147/ 38,147/12
г. Москва, пл. Смоленская, д. 13/21;4;;171к7494,170к5930
г. Москва, проезд. Шломина, д. 6;1;;8к 9365,50к1234,012,12,17к2310,1493,07,8к9365
г. Москва, проезд. Шломина, д. 6;2;;97к0888,19к6418
г. Москва, ул. Арбат, д. 13/36, стр. 2;1;;9к0782
г. Москва, ул. Арбат, д. 30/3, стр. 1;1;;1,54в
г. Москва, ул. Арбат, д. 30/3, стр. 1;3;;66,66в
г. Москва, ул. Арбат, д. 30/3, стр. 2;3;;60к3625
г. Москва, ул. Арбат, д. 38/1, стр. 2;1;;30к1046,23к4777,1
г. Москва, ул. Арбат, д. 38/1, стр. 2;3;;29к1312
г. Москва, ул. Арбат, д. 45/24;1;;124,179
г. Москва, ул. Арбат, д. 51, стр. 1;1;;1,57в,148,2
г. Москва, ул. Арбат, д. 51, стр. 1;2;;140,2 и 39,138,137в,137,2,136,134,49,43,149,150,152,153,2,( ),2 в 59,141,142,159,144,145,146,48,148
г. Москва, ул. Арбат, д. 9, стр. 2;1;;22к8050,21к6015
г. Москва, ул. Знаменка, д. 13, стр. 4;4;;54к0000
г. Москва, ул. Конюшковская, д. 26;1;;4к5122,6к0230,11к5246,11к5246
г. Москва, ул. Конюшковская, д. 26;2;;28к1897,17к5077
г. Москва, ул. Конюшковская, д. 28;1;;3к7534,3 к 7534
г. Москва, ул. Конюшковская, д. 30;1;;8к3013,3к5578
г. Москва, ул. Конюшковская, д. 30;2;;19к8526,16к8915
г. Москва, ул. Конюшковская, д. 30;3;;28к3237
г. Москва, ул. Молчановка Б., д. 17;1;;15к7078
г. Москва, ул. Никитская Б., д. 22/2;1;;1к1234,45,12к2710
г. Москва, ул. Никитская Б., д. 22/2;3;;31к1375,1к1234
г. Москва, ул. Никитская Б., д. 22/2;6;;56к2547
г. Москва, ул. Никитская Б., д. 22/2;7;;1 к 1234,1к1234
г. Москва, ул. Никитская Б., д. 43;1;;27в.,30,в39,50в,2.,01,17- 
г. Москва, ул. Никитская Б., д. 52, стр. 1;1;;100к2369,100к2369
г. Москва, ул. Новый Арбат, д. 10;1;;1940,200в,2940в,1945,200,'',2940
г. Москва, ул. Новый Арбат, д. 10;10;;2940
г. Москва, ул. Новый Арбат, д. 16;1;;86к5113,2к9317,220к7484,58к0618,120к7594,220к7484
г. Москва, ул. Новый Арбат, д. 22;1;;134к8672,1793,115к0191,38к3558
г. Москва, ул. Новый Арбат, д. 23;1;;013 в ,37в,10в
г. Москва, ул. Новый Арбат, д. 23;2;;036,039,030,021,с024,.46.
г. Москва, ул. Новый Арбат, д. 23;4;;56,с64 в
г. Москва, ул. Новый Арбат, д. 25;1;;12в,9в
г. Москва, ул. Новый Арбат, д. 25;2;;35#195
г. Москва, ул. Новый Арбат, д. 26;1;;140 к 2026,078в,143в,128 в,163в,41 в,71в,99,2в,200в,28,46в,3 в
г. Москва, ул. Новый Арбат, д. 31/12;1;;21,5к5087,5,15к5875
г. Москва, ул. Новый Арбат, д. 31/12;2;;1,.38,3602,21
г. Москва, ул. Новый Арбат, д. 31/12;3;;с54в,с53в
г. Москва, ул. Новый Арбат, д. 31/12;4;;73,70к5618,79,1
г. Москва, ул. Новый Арбат, д. 31/12;5;;85к5683,98к2655,90к3405
г. Москва, ул. Новый Арбат, д. 31/12;6;;026,в111,011,2580
г. Москва, ул. Новый Арбат, д. 31/12;7;;#423,#423,#423
г. Москва, ул. Новый Арбат, д. 31/12;8;;170 .
г. Москва, ул. Новый Арбат, д. 34;1;;1в0475
г. Москва, ул. Новый Арбат, д. 34;2;;29к3864,35к3986
г. Москва, ул. Новый Арбат, д. 34;3;;49в,51 в
г. Москва, ул. Новый Арбат, д. 6;1;;100 в,100в,'',100в ,100в,100
г. Москва, ул. Поварская, д. 20;1;;1234
г. Москва, ул. Поварская, д. 23А;1;;6к3371
