Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, ул. Соколово-Мещерская, д. 28;2;;19 в
г. Москва, ул. Соловьиная Роща, д. 9;5;;114в
г. Москва, ул. Соловьиная Роща, д. 9;6;;127в
г. Москва, ш. Новокуркинское, д. 51;13;;421в
