Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, пер. Даев, д. 14;1;;8 ,100, .,100,100к5278 6,100 13,100к5278,100к5278,18 ,10,.,100к2178
г. Москва, пер. Даев, д. 22;1;;22,2 ,1 и 11,22,13,2,2 4,2 3,1,1в
г. Москва, пер. Даев, д. 33;1;;27,017,17,27.
г. Москва, пер. Даев, д. 8;2;;2 ,3к1265,1
г. Москва, пер. Докучаев, д. 11;1;;2в2505
г. Москва, пер. Докучаев, д. 11;2;; 12#4983,12#4983
г. Москва, пер. Докучаев, д. 13;1;;13 к 0635,111,87к5335,87к5335
г. Москва, пер. Докучаев, д. 15;1;;7к5180,156,112к0244,55,53к3151,36к6910,56к1417,32к1535,59к0633,156.,60в.,15к6118,156 ,4 к 6483,87к8393,30к 1972,8к3207,41к8548,20к5410,47к3567,205к4917,17к4856
г. Москва, пер. Докучаев, д. 17;1;;200к (108),112,89 ,89.,26в.,59к4550,24к2553,64к8484,23в.,66,21к3239,89 ,20к2823,89,89 .,1й13, 2й89,111в.,110в.,11в.,109в.,107к4645,104в.
г. Москва, пер. Докучаев, д. 19;2;;77к7777
г. Москва, пер. Докучаев, д. 19;3;;255 к.1974
г. Москва, пер. Коптельский 1-й, д. 9, стр. 2;1;;49в4324
г. Москва, пер. Коптельский 1-й, д. 9, стр. 2;2;;61в2137
г. Москва, пер. Коптельский 1-й, д. 9, стр. 2;3;;77в4145
г. Москва, пер. Костянский, д. 10, к. 1;1;;20в,34 в,34в
г. Москва, пер. Костянский, д. 10, к. 2;1;;49в,.46в,1,7в.,12в
г. Москва, пер. Костянский, д. 10А;1;;"258, 19,469,469/2019,469,10,469, .,258 ,469,2019,469; 11, 258, 2,469, 20,469. 16,258,469 -,469,2018,469,2019,469 2019,469 5,22,1"
г. Москва, пер. Костянский, д. 12;1;;10в,15 .,17 в,9
г. Москва, пер. Костянский, д. 14;1;;с4в,с14в,7в,14,с7в,в17,с8в,с12в,с10в,с18в,19в,с20в,с21в
г. Москва, пер. Костянский, д. 9/10;1;;22в9691,8в9988,640,6в6157,5в0787
г. Москва, пер. Костянский, д. 9/10;2;;135,23,11к1700
г. Москва, пер. Костянский, д. 9/10;3;;36в6657,40в2067,79,36в6657,21в4991,23,25в0318,19в1568
г. Москва, пер. Костянский, д. 9/10;4;;23,360,27,40,1,306
г. Москва, пер. Костянский, д. 9/10;5;;36в6657,39в8375,37в0556,79
г. Москва, пер. Костянский, д. 9/10;6;;51к2369,690
г. Москва, пер. Костянский, д. 9/10;7;;55к2525,55к2525
г. Москва, пер. Котельнический 2-й, д. 5;1;;94к3780,250.3976,21к0059,26к0163,0,37к4421,83в,62к 2804,66в,69к1317,92к2410,99к6474,12в,105 .
г. Москва, пер. Красносельский 1-й, д. 3;1;;80к7711,15,210к2065
г. Москва, пер. Красносельский 1-й, д. 3;2;;1в7637/60в,1в7637/55,1 в 7637,2в3742,6в3570/79,1в7637,6в3570/74,2в3742/79
г. Москва, пер. Красносельский 1-й, д. 3;3;;9999к3438
г. Москва, пер. Красносельский 1-й, д. 3;4;;120в8106,106,118в1546,116в3668,9999в6438
г. Москва, пер. Красносельский 1-й, д. 3;5;;107в7040,138,148в
г. Москва, пер. Красносельский 1-й, д. 5;1;;10в9020
г. Москва, пер. Красносельский 1-й, д. 5;2;;35,33в
г. Москва, пер. Красносельский 2-й, д. 2;1;;503925,10к6451,50к3925,18к7217
г. Москва, пер. Красносельский 2-й, д. 2;2;;"66к2708,65#1307д65,41*2809,100#9324,56*7893,56,063*3361,54*1075,54*3940;53,52#1275 52,87*2792/87,88*8752,89#1904,91#5555,92*2566,93*3272,962325,62*3142,97*4840,98#1983,51#0807,99*1938.99,86#1976,85к9267,61*2130,58#2724,68#1054,84#8523/84,82*3279,80*2217,80,77#4001,76р2846 76,75#3546,73#0994,70*6798,69*1991,57*4569,66#2708"
г. Москва, пер. Красносельский 2-й, д. 2;3;; 7896\104,102*0574,104* 7896/104,104*6085/104
г. Москва, пер. Красносельский 2-й, д. 2;4;;167к7172,163к1682,203*4744,157*3090,155*2975,169*6313,176к7825,171*1806,'',172*5833,173*4597,178*2869,179*9139,199*3920,181*6267,183*5601,184*6944,185*9173,188*,200*3694,191з5042,193*4692,194*3543,'',202*1565,198*9709,154*2844,180*6371
г. Москва, пер. Красносельский 2-й, д. 2;5;;223*8374/223,22*9910\211,22*9910,22*9910/211,223*8374,223*8374\223
г. Москва, пер. Красносельский 2-й, д. 2;6;;"94*0257,28989*9657,86*7491,85*4820,83з8556,78*4452;,91*6038 ,91*6038,04ж7195,57к8465,67*3764,98*7045,95*7704,93*0301,83#6756,75*9657,77*5674,82#6339,к61*4984,60з3738,58*1059258"
г. Москва, пер. Красносельский 3-й, д. 6;1;;9в9418,84,864,12в2745,8в5609,45в2437
г. Москва, пер. Красносельский 3-й, д. 6;2;;24#2294,17 в 4110
г. Москва, пер. Красносельский 3-й, д. 6;3;;35в3070,31в8360,36в3687
г. Москва, пер. Красносельский 3-й, д. 6;4;;45в2437,56к5428,55в5863,54в70 27,54в7027,53в5464,50в4152,49в3997,48в4583,35 ,35,46в9745
г. Москва, пер. Красносельский 3-й, д. 8;1;;15к3575,3к4177
г. Москва, пер. Красносельский 3-й, д. 8;2;;#423
г. Москва, пер. Красносельский 4-й, д. 5;1;;14в ,39 в/2015,в24в6969,4в,41в,40в,15в,19 в
г. Москва, пер. Красносельский 4-й, д. 5;3;;107в,91 в,109#3267,в 100 в 1049
г. Москва, пер. Красносельский 4-й, д. 5;4;;144 в,2015,158в,164 в
г. Москва, пер. Красносельский 5-й, д. 2;1;;030,034,037,085к085,006,010к010,085к085,017к017,058к058,к20,020к020,021,026к026,025,к1598,035к035,033
г. Москва, пер. Красносельский 5-й, д. 5;1;;7в4412,4в5620
г. Москва, пер. Красносельский 5-й, д. 5;2;;35в2971,43р0777
г. Москва, пер. Красносельский 5-й, д. 5;3;;45,45.,45.,45 .,45 ,45
г. Москва, пер. Красносельский 5-й, д. 5;4;;123в8641
г. Москва, пер. Красносельский 5-й, д. 5;5;;132#139,152 в
г. Москва, пер. Красносельский 6-й, д. 3;1;;20к3434,20к3434
г. Москва, пер. Луков, д. 4;1;;9в,1
г. Москва, пер. Московско-Казанский, д. 11/15;1;;9 р 0398
г. Москва, пер. Московско-Казанский, д. 11/15;2;;20к5077,249,249,0937
г. Москва, пер. Московско-Казанский, д. 11/15;3;;21к2566,26к1087
г. Москва, пер. Московско-Казанский, д. 5/7;1;;9к9657,1к1111,3к3941,036,7к3141,4к6035,136 
г. Москва, пер. Московско-Казанский, д. 5/7;2;;240 .,17 ,240,14к2507,240 
г. Москва, пер. Московско-Казанский, д. 5/7;3;;с21в,29в
г. Москва, пер. Новый 1-й, д. 7;1;;2к1286
г. Москва, пер. Новый 1-й, д. 7;2;;17к2885,18к1009
г. Москва, пер. Новый 2-й, д. 4;1;;30в5465,31в8563,9999в9156
г. Москва, пер. Орликов, д. 6;1;;10к1448,34к9050,2,10к1448
г. Москва, пер. Орликов, д. 6;3;;30к0218,269,34к9050
г. Москва, пер. Орликов, д. 6;4;;45,257
г. Москва, пер. Орликов, д. 6;5;;7к2023,
г. Москва, пер. Орликов, д. 8;2;;8к1234,18-.
г. Москва, пер. Орликов, д. 8;3;;422,54 в,357
г. Москва, пер. Орликов, д. 8;4;;80к0738,840.,840,63к0641,480,840,408
г. Москва, пер. Орликов, д. 8;5;;с83в
г. Москва, пер. Просвирин, д. 11;1;;"140,19в,240; 24,140,33,240 18,240, 17,240 15,240, 14,140, 12,140, 16,140 2я д 9"
г. Москва, пер. Просвирин, д. 13;1;;57945,11#5316,8в7026
г. Москва, пер. Просвирин, д. 13;2;;24в9058
г. Москва, пер. Просвирин, д. 15;1;;178.,178 ,22 ,178,13в
г. Москва, пер. Протопоповский, д. 3;1;;1458р
г. Москва, пер. Протопоповский, д. 38;1;;02в,58в,39 в,41 в,32,'',66в,34в,1-.,12,15-.,2-,4 в
г. Москва, пер. Протопоповский, д. 40;1;;08,007,65к4257,10к4011,44в,'',004,28в.,22в.,20в.,10в.,09в
г. Москва, пер. Скорняжный, д. 1;1;;47к6302,28к0613,1843,24к7699,5к5702
г. Москва, пер. Скорняжный, д. 5, к. 1;1;;0,075,0,в106,063,0(),69в,7в
г. Москва, пер. Скорняжный, д. 7, к. 1;1;;11в.9228,8в6688,125 ,3в9172,20в2508,4143,2в8823,1в7242,125 ,125,12в3858,10в1715
г. Москва, пер. Скорняжный, д. 7, к. 1;2;;22в5925,68,68 ,18в9805,с26в3590,17в0428,681,23в7485,21в7152
г. Москва, пер. Уланский, д. 11А;1;;128,128 ., 14,128в,1к8360,812 -,26
г. Москва, пер. Уланский, д. 11А;2;;30,1к8360,247,32к9846,64к0388
г. Москва, пер. Уланский, д. 11А;3;;195,951,159к,1к 8360,159,1к8360в
г. Москва, пер. Уланский, д. 14, к. А;1;;005, 357,011,22, 753,1к935,357,357,20,357,в18,17,16 357,10
г. Москва, пер. Уланский, д. 14, к. А;3;;39к1625
г. Москва, пер. Уланский, д. 14, к. Б;1;;66к2719,71к3989,54к0205,55к8492,65к9635,70к9934,105к0508,58к3920
г. Москва, пер. Уланский, д. 14, к. Б;2;;75к1944,в732574,в82,в1,78к2545
г. Москва, пер. Уланский, д. 21, стр. 1;1;;35в2395,36в0288
г. Москва, пер. Уланский, д. 21, стр. 2;1;;в9,8 ,5в,10
г. Москва, пер. Уланский, д. 21, стр. 2;2;;25в,19 в,028в
г. Москва, пл. Сухаревская Б., д. 14/7;2;;20к1325
г. Москва, пл. Сухаревская Б., д. 14/7;3;;5307
г. Москва, пл. Сухаревская Б., д. 16/18, стр. 1;3;;1234
г. Москва, пл. Сухаревская Б., д. 16/18, стр. 2;1;;111к111,6к3898,1,005,1771,004,095,222к222,096,097,098
г. Москва, пл. Сухаревская Б., д. 16/18, стр. 2;2;;10к1597,118к1156,110к3772,119к874,120,125к4583,127к3247
г. Москва, туп. Краснопрудный Б., д. 6/21;1;;15в2971,12в7350,3в9721,6в0623,18в5699,250
г. Москва, туп. Краснопрудный Б., д. 8/12;1;;19966#
г. Москва, туп. Краснопрудный Б., д. 8/12;2;;48в6183,248 ,79
г. Москва, туп. Краснопрудный Б., д. 8/12;3;;52в9797,486183
г. Москва, туп. Краснопрудный М., д. 1, стр. 1;1;;"36,56в 56к09,58в58к0777,59,55*7178,38к6847,03935*5340,8*4236,9, 9к2315,1,16в.,18к7433,22к1409,100,48в58к0777,23*4314,32-к-1392,50,5в; 5к2492,58к0777"
г. Москва, туп. Краснопрудный М., д. 1, стр. 1;2;;"75в.,1к7511,83; 408,97,480,91 и 480,90 и 480,86480,150,480,107,480,118 и480,119, 480,69 и 480"
г. Москва, туп. Краснопрудный М., д. 1, стр. 1;3;;148 в,136,139в,126в,100к4444,161*
г. Москва, туп. Краснопрудный М., д. 1, стр. 1;4;;"100#192,192,205к6274,240,184 в,189 ; 100"
г. Москва, туп. Краснопрудный М., д. 2;1;;82в,61в,4 в,114в,138в,164в ,91в,19в,52в,27в,4в,16 .
г. Москва, туп. Красносельский, д. 5;1;;"237 1к1735,237,1к1735,1к1735,237, 17в,237,.,237;1к1735"
г. Москва, туп. Красносельский, д. 5;2;;26к2041,29к0470
г. Москва, туп. Красносельский, д. 5;3;;"23 35,23 2350,23 1к2350,23, 1к235,23 ;1к2350,1к2350,23, 1к2350"
г. Москва, ул. Басманная Нов., д. 15, стр. 1;1;;64к 6627,20к2347
г. Москва, ул. Басманная Нов., д. 17;1;;100к2498,200 /7,200/7
г. Москва, ул. Басманная Нов., д. 28, стр. 1;1;;247,248,24. 8,127,248 
г. Москва, ул. Басманная Нов., д. 28, стр. 1;2;;21в1878,821,18в3444,19в2408
г. Москва, ул. Басманная Нов., д. 31, стр. 1;1;;5р395
г. Москва, ул. Басманная Нов., д. 31, стр. 1;2;;28#1188
г. Москва, ул. Гаврикова, д. 2/38;2;;57к6303,34к7269
г. Москва, ул. Гаврикова, д. 3/1;1;;1к7327
г. Москва, ул. Гаврикова, д. 3/1;2;;20 в,12 
г. Москва, ул. Гаврикова, д. 3/1;4;;50к2580
г. Москва, ул. Гаврикова, д. 3/1;5;;46 ,46 
г. Москва, ул. Гаврикова, д. 3/1;6;;56к2043,59к4836,51
г. Москва, ул. Гаврикова, д. 3/1;7;;7576
г. Москва, ул. Гаврикова, д. 3/1;8;;90к2580
г. Москва, ул. Каланчевская, д. 28;1;;7к2137
г. Москва, ул. Каланчевская, д. 28;2;;13к5511
г. Москва, ул. Каланчевская, д. 30;1;;13к9082,4к3125,20к3403,19 в,16к2529,14к8765,10к4566,11к8635
г. Москва, ул. Каланчевская, д. 30;2;;39к9528,24к0782,'',1к6063,38к3200
г. Москва, ул. Каланчевская, д. 32;2;;15к9912,18к4658
г. Москва, ул. Каланчевская, д. 32;3;;28к9303
г. Москва, ул. Каланчевская, д. 47;2;;24в4482,24в4482
г. Москва, ул. Каланчевская, д. 47;5;;53в4683,56в,58в
г. Москва, ул. Краснопрудная, д. 1;1;;*р4230
г. Москва, ул. Краснопрудная, д. 1;2;;042,45в.,035,32в.,046,047,056,059,040,044в.
г. Москва, ул. Краснопрудная, д. 1;3;;085,083,082,081,077,076,068,075,073,065,55#5555,086,5555#5,070,555#5555
г. Москва, ул. Краснопрудная, д. 1;4;;111 в.,102в.,114,097,098
г. Москва, ул. Краснопрудная, д. 1;5;;149в,152в.
г. Москва, ул. Краснопрудная, д. 1;6;;159 ,179в.,178в.
г. Москва, ул. Краснопрудная, д. 11;1;;14к1980,1,026
г. Москва, ул. Краснопрудная, д. 11;2;;8499,35в,в-36,в39в9227,48 в
г. Москва, ул. Краснопрудная, д. 11;3;;57,55,16к,в 65,58
г. Москва, ул. Краснопрудная, д. 11;4;;93в,101 в,88,91,085
г. Москва, ул. Краснопрудная, д. 22/24;4;#423;43,046
г. Москва, ул. Краснопрудная, д. 22/24;6;;76к,76к7234
г. Москва, ул. Краснопрудная, д. 22/24;7;99к2580;
г. Москва, ул. Краснопрудная, д. 22/24;9;;136,123к0878
г. Москва, ул. Краснопрудная, д. 22/24;11;;24/ 60
г. Москва, ул. Краснопрудная, д. 26;3;;35/048к641
г. Москва, ул. Краснопрудная, д. 26;6;;92к1468
г. Москва, ул. Краснопрудная, д. 36, стр. 1;1;;12#0948,12#094
г. Москва, ул. Краснопрудная, д. 7/9;1;;004,014,023,001,017,010,018в,149к0161,7,019,798 в.,024,016,44в.,040,049,057,44в,058,050,081
г. Москва, ул. Краснопрудная, д. 7/9;2;;082,072,080,071,077,064,066,081,063,016,062,095,075в,073,079,069
г. Москва, ул. Краснопрудная, д. 7/9;4;;225,19,17,200,21к9081,20к6579,18,16,13к2083,10,24к5588,23,22к 0000
г. Москва, ул. Краснопрудная, д. 7/9;5;;157к9443,173,5,130к4438,129к8571
г. Москва, ул. Краснопрудная, д. 7/9;6;;158к1488,147к5836,156к2123,154к2519,150к0502,152к9880,151в.
г. Москва, ул. Краснопрудная, д. 7/9;7;;772,790,763,793,766в,780,764,799,765,787,774в,684,798в,709,188в,207в.,701,792,796,702
г. Москва, ул. Красносельская Верхн., д. 10, к. 1;1;;50 .,6, 347,66к1387,49 в,1
г. Москва, ул. Красносельская Верхн., д. 10, к. 1;2;;11к6844
г. Москва, ул. Красносельская Верхн., д. 10, к. 1;4;;73 .,76 1234,75,75 1234,73 1234
г. Москва, ул. Красносельская Верхн., д. 10, к. 1;5;;36 .
г. Москва, ул. Красносельская Верхн., д. 10, к. 1;6;;55в6587,248,248 ,249,5в2399,8в8075
г. Москва, ул. Красносельская Верхн., д. 10, к. 1;7;;122к3480
г. Москва, ул. Красносельская Верхн., д. 10, к. 2;1;;79,56,62,77,80,65,27,74
г. Москва, ул. Красносельская Верхн., д. 10, к. 2;2;;67k2050,60
г. Москва, ул. Красносельская Верхн., д. 10, к. 7А;1;;,53,8#8256,43к4343,003,4,8к8256,65к7896,42
г. Москва, ул. Красносельская Верхн., д. 10, к. 7А;2;;22к1212,103k2965,84к8484,8к8256,79к5818,90к0614
г. Москва, ул. Красносельская Верхн., д. 10, к. 7А;3;;176к8828
г. Москва, ул. Красносельская Верхн., д. 19, стр. 2;2;;р2222,#2222
г. Москва, ул. Красносельская Верхн., д. 19, стр. 2;3;;р3333
г. Москва, ул. Красносельская Верхн., д. 22;1;;38#3398,37 .,003,13*3540,22,1#0216,52 .,51 .,47#8033,45,38в0892
г. Москва, ул. Красносельская Верхн., д. 24;1;;3к0904,35к4399
г. Москва, ул. Красносельская Верхн., д. 34;1;;16,'',30,017,027,002,009в.,019,044,020,028,022,033,023,034,024,06,025,026,012,013,37,16 в
г. Москва, ул. Красносельская Верхн., д. 34;2;;047,095,041,040,066,039,061,058,038,057,037,049,059,082,043,064
г. Москва, ул. Красносельская Верхн., д. 34;3;;078,112,089,5 , 86,093,094,092,098,074,090,073,071,085,099,096,045,070,081
г. Москва, ул. Красносельская Верхн., д. 34;4;;20,084
г. Москва, ул. Красносельская Верхн., д. 8, к. 2;1;;480к4440
г. Москва, ул. Красносельская Верхн., д. 8, к. 2;2;;389к3391
г. Москва, ул. Красносельская Верхн., д. 8, к. 2;5;;355к5739,261 в,276 в,249 в,270#5639,227#1509,271 .,264+.,269#1977,256 .
г. Москва, ул. Красносельская Верхн., д. 8, к. 3;1;;5566,550 в,519,500,519
г. Москва, ул. Красносельская М., д. 10/3;1;;8к9522,8к9522
г. Москва, ул. Красносельская М., д. 12;1;;102к6434,39к9636,37в.,77к1226,94к 0893,94к0893,9к8231,86к9350,83к4267,71к2681,7к9880,63,61к3880,103,25к5900,12в.,104,43к4409,45к5760,43к4409,6797,20к8685
г. Москва, ул. Красносельская Нижн., д. 15, стр. 1;1;;4в8908
г. Москва, ул. Красносельская Нижн., д. 15/17, стр. 2;1;;11в5524
г. Москва, ул. Красносельская Нижн., д. 15/17, стр. 2;2;;24в7519
г. Москва, ул. Красносельская Нижн., д. 43;2;;38, 459,45 и 2-459,48 и 459,44 ---459,40/459,43
г. Москва, ул. Красносельская Нижн., д. 43;3;;"63 263,56,43в,60;236"
г. Москва, ул. Красносельская Нижн., д. 43;4;;51246
г. Москва, ул. Красносельская Нижн., д. 44;1;;29 в,9к8325,26 к 0798
г. Москва, ул. Красносельская Нижн., д. 44;2;;41 к 4453,60к9418,101к4696,41к4453,50
г. Москва, ул. Красносельская Нижн., д. 44;3;;95к3219,37к4676
г. Москва, ул. Красносельская Нижн., д. 44;4;;138к584,123к3099
г. Москва, ул. Леснорядская, д. 7;2;;36 .3475
г. Москва, ул. Лобачика, д. 23, к. 1;2;;21#210
г. Москва, ул. Лобачика, д. 23, к. 1;3;;*527
г. Москва, ул. Лобачика, д. 23, к. 2;1;;#1380,р1380
г. Москва, ул. Лобачика, д. 23, к. 2;2;;р1561,#1561
г. Москва, ул. Лобачика, д. 23, к. 2;3;;48#172,45# 592,57#564,52#372
г. Москва, ул. Маши Порываевой, д. 38;1;;7к2276,44
г. Москва, ул. Маши Порываевой, д. 38;2;;20к5494,8#1111
г. Москва, ул. Маши Порываевой, д. 38;3;;105,57к3336
г. Москва, ул. Маши Порываевой, д. 38А;1;;# 2458
г. Москва, ул. Маши Порываевой, д. 38А;2;;р2458
г. Москва, ул. Мясницкая, д. 15;1;;5в,5к1165
г. Москва, ул. Мясницкая, д. 15;3;;4321
г. Москва, ул. Мясницкая, д. 15;4;;38к7638,38 к 7638
г. Москва, ул. Мясницкая, д. 21, стр. 5;1;;24к4444
г. Москва, ул. Мясницкая, д. 21, стр. 5;2;;23к4751
г. Москва, ул. Мясницкая, д. 30, стр. 3;2;;*1295 #.
г. Москва, ул. Мясницкая, д. 35А;1;;44 в
г. Москва, ул. Новорязанская, д. 16/11, стр. 1;5;;7к4466
г. Москва, ул. Новорязанская, д. 2/7;1;;61к0804
г. Москва, ул. Новорязанская, д. 2/7;2;;21к2003
г. Москва, ул. Новорязанская, д. 2/7;3;;67к0093,61к0804,59к7356
г. Москва, ул. Новорязанская, д. 25, стр. 1;2;;138 ,138-
г. Москва, ул. Новорязанская, д. 36;2;;319,324,323,320к1711
г. Москва, ул. Новорязанская, д. 38;1;;6к4135
г. Москва, ул. Ольховская, д. 15;1;;18к0510,20к9055,10к3825,18 к 0510
г. Москва, ул. Ольховская, д. 19;1;;35 #099,22,4р822
г. Москва, ул. Ольховская, д. 2А;2;;29#159
г. Москва, ул. Ольховская, д. 33;3;;46 в,35в/35в
г. Москва, ул. Ольховская, д. 45, стр. 2;3;;217в3151
г. Москва, ул. Пантелеевская, д. 24;1;;18к1233,6к8985,17к6239
г. Москва, ул. Пантелеевская, д. 24;2;;30к8454
г. Москва, ул. Пантелеевская, д. 24;3;;46к0420
г. Москва, ул. Русаковская, д. 1;1;;38в5466,00000,5в0626,9999в5439,55в1918,83в2609,999к4299,68в1513,14в8500,15 в,11в5724,9999в4299,21в5315,39в8271,88в6755,9999000,9999 ,46в5168,69в2847,6в5937,51в4732,9999в4999
г. Москва, ул. Русаковская, д. 1;2;;109в7199,9999в4956,94в3421,9999в2251,9999в2251,228,113в
г. Москва, ул. Русаковская, д. 11;1;;010,59*,057,053,1743,045,044,042,030,029,023,022,020,002,017,016,012,073в,008,066,061
г. Москва, ул. Русаковская, д. 12, к. 1;1;21к4522;30к2580,21к4522
г. Москва, ул. Русаковская, д. 12, к. 1;2;100к6666;
г. Москва, ул. Русаковская, д. 12, к. 2;1;50к2580;81,269,590,560.,560,15к6959,. 789
г. Москва, ул. Русаковская, д. 12, к. 2;2;50к2580;269 ,569,100к2580,269 ,139,269.,269
г. Москва, ул. Русаковская, д. 12, к. 2;3;80к2580;789 .,789.,100 к 2580,789,43,234,789-
г. Москва, ул. Русаковская, д. 12, к. 2;4;50к2580;(569) ,659 .,569,569 ,80к7837,100к2580,969,77к8661
г. Москва, ул. Русаковская, д. 12, к. 3;1;;308,7к1151,6к0436,1,380 ,380,380 ,12к4902,11к2719,11к2719
г. Москва, ул. Русаковская, д. 12, к. 3;2;;30к3423,26к3363,32к8572,130,4к4262,25к2574,38к4102
г. Москва, ул. Русаковская, д. 18/20;1;;009к409,021к231,030,011,014,016в,017,020к954
г. Москва, ул. Русаковская, д. 18/20;2;;022#809
г. Москва, ул. Русаковская, д. 18/20;3;;57к2112
г. Москва, ул. Русаковская, д. 18/20;4;;60к566,62к603,69к372,111к111
г. Москва, ул. Русаковская, д. 18/20;5;;333 к 333
г. Москва, ул. Русаковская, д. 22;1;;36,36, 37,36 20
г. Москва, ул. Русаковская, д. 22;3;;145к063
г. Москва, ул. Русаковская, д. 22;4;;153к523,190к390,184к852,180к038,178к781,175к685,168к445,166к784,156к197
г. Москва, ул. Русаковская, д. 22;5;;216к119,221к593
г. Москва, ул. Русаковская, д. 22;6;;257в,252к390,249 в,252 к 390,247в
г. Москва, ул. Русаковская, д. 22;7;;320к505,309р625
г. Москва, ул. Русаковская, д. 22;8;;*#423,375р554,375к554,341#818,#423,р423,367р476
г. Москва, ул. Русаковская, д. 22;9;;421к366,414 к 811,400к 703,414к811,428к646,421к366
г. Москва, ул. Русаковская, д. 25;2;;12р345
г. Москва, ул. Русаковская, д. 28;1;;689
г. Москва, ул. Русаковская, д. 28;2;;083,066,120,178#286,065,073
г. Москва, ул. Русаковская, д. 28;3;;157р947
г. Москва, ул. Русаковская, д. 28;4;;0689к,06896,0689,0869в
г. Москва, ул. Русаковская, д. 3;1;12к2005;9в,33к394,35,33в3094,35в,25к0004,33к3094,31,14к2838
г. Москва, ул. Русаковская, д. 3;2;;118 к 8864
г. Москва, ул. Русаковская, д. 31;3;;173к
г. Москва, ул. Русаковская, д. 4, стр. 1;1;;19в,37к4260
г. Москва, ул. Русаковская, д. 4, стр. 1;2;;-31,50,63 
г. Москва, ул. Русаковская, д. 4, стр. 1;3;;79,4,60
г. Москва, ул. Русаковская, д. 4, стр. 1;4;;115к1780,112к2491
г. Москва, ул. Русаковская, д. 5;1;;"2в6366,19в3526,13в3268,21в9144,22в5296,9999в6305,24; ,29в5570,4в8037,1,5в8964"
г. Москва, ул. Русаковская, д. 5;2;;37в6375,25в2437,84в3166
г. Москва, ул. Русаковская, д. 5;3;;68в6658,55в1283,58в0309,63в0049 39
г. Москва, ул. Русаковская, д. 5;4;;70в2422,63в0049,63в0049,71в9024,76в1132
г. Москва, ул. Русаковская, д. 5;5;;93в5823,92в8410,88в8559,9999в8148,98в3565,175,98в3565,94в4420,95в7411,100в6280
г. Москва, ул. Русаковская, д. 5;6;;9999в8148,106в7244,107
г. Москва, ул. Русаковская, д. 6;1;;012,010,008,9к0945,019,018,017к8237,15к2635,007,005,46к0827,37к7226,003к740,027к999,021 к 841,020к530
г. Москва, ул. Русаковская, д. 6;2;;42к5766,32к6719,31к4427,33в.,39к0148,044,45в
г. Москва, ул. Русаковская, д. 6;3;;90к0648,90к0648
г. Москва, ул. Русаковская, д. 6;4;;90к1001,150к9047
г. Москва, ул. Русаковская, д. 7, стр. 1;1;;27в2324
г. Москва, ул. Русаковская, д. 7, стр. 1;3;;"3420,13в ; 3420"
