Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, пер. Крутицкий 3-й, д. 11;1;;111к1234,1,100к,200,100,100 
г. Москва, пер. Крутицкий 3-й, д. 11;2;;200,111к1234,5
г. Москва, пер. Крутицкий 3-й, д. 11;3;;200 ,200 ,*194,200,1к1234
г. Москва, пер. Крутицкий 3-й, д. 11;4;;8 .,8, 8
г. Москва, пер. Крутицкий 3-й, д. 11;5;;200 .,200 ,200,111к1234,200 ,200,50,200
г. Москва, пер. Крутицкий 3-й, д. 15;1;;7в,в7в0121,в2в5525
г. Москва, пер. Крутицкий 3-й, д. 15;2;;38#2526,39в
г. Москва, пер. Крутицкий 3-й, д. 15;3;;с85в
г. Москва, пр-кт. Андропова, д. 17, к. 1;1;;106,200к0000,1
г. Москва, пр-кт. Андропова, д. 17, к. 1;2;42к1002;1,33к1354
г. Москва, пр-кт. Андропова, д. 17, к. 1;3;;74к0476,71к8243,84к4438,65к5309
г. Москва, пр-кт. Андропова, д. 17, к. 1;4;в104в9628;в104в9628,115к1140,128к6844
г. Москва, пр-кт. Андропова, д. 17, к. 1;5;158к6645;132к5346,129к7786
г. Москва, пр-кт. Андропова, д. 17, к. 1;6;214к2801;214к2801,205к2347,205к2347,173к7325,161к1374,187к9560
г. Москва, пр-кт. Андропова, д. 17, к. 1;7;76к1944;55к3869,65,76к1944
г. Москва, пр-кт. Андропова, д. 17, к. 1;8;201к1234;2011234
г. Москва, пр-кт. Андропова, д. 17, к. 1;9;;316к9765,309к7900,334к046в
г. Москва, пр-кт. Андропова, д. 17, к. 1;10;341к9381;341к9381,341к9381,373к1073
г. Москва, пр-кт. Андропова, д. 17, к. 1;11;375к6336;375к6336
г. Москва, пр-кт. Андропова, д. 19;1;;95в,99в,51к4514,22
г. Москва, пр-кт. Андропова, д. 21;2;;193#7372,193#7372,0
г. Москва, пр-кт. Андропова, д. 26;1;23к1539;23 1539,10к0529,5к3142,27*0536,231539
г. Москва, пр-кт. Андропова, д. 26;2;200к7841;36к1356,200к7841
г. Москва, пр-кт. Андропова, д. 26;3;77к3408;77к3408,68к3793,66к5118
г. Москва, пр-кт. Андропова, д. 26;4;124к0539;113з0616,124к0539,104к6693
г. Москва, пр-кт. Андропова, д. 26;5;200к8008;134к1820,138*
г. Москва, пр-кт. Андропова, д. 28;1;5к2803;5к2803
г. Москва, пр-кт. Андропова, д. 28;2;200к2802;0,200к2802
г. Москва, пр-кт. Андропова, д. 28;3;;200к6848,103к1719
г. Москва, пр-кт. Андропова, д. 28;4;200 кл 2594;113в,114к5987,200к8008
г. Москва, пр-кт. Андропова, д. 28;5;;149к1153,148к3306
г. Москва, пр-кт. Андропова, д. 29;1;32к6028;70,32к6028,54 в,101к0883,54в,111к3515
г. Москва, пр-кт. Андропова, д. 29, к. 2;1;;129,108
г. Москва, пр-кт. Андропова, д. 29, к. 2;2;600к5555;459,461,467,600к5555,460,445
г. Москва, пр-кт. Андропова, д. 29, к. 2;3;;87к5704,81к7768,95к4854
г. Москва, пр-кт. Андропова, д. 29, к. 2;4;132к0623;125к2924,117к7680
г. Москва, пр-кт. Андропова, д. 29, к. 2;5;;154к0254,159к4321,168к1958
г. Москва, пр-кт. Андропова, д. 30;1;200к3001;200 к 3001 к,18к8945
г. Москва, пр-кт. Андропова, д. 30;2;71к6634;133#6728,71к6634,49к2798
г. Москва, пр-кт. Андропова, д. 30;3;98к2014;95к2726
г. Москва, пр-кт. Андропова, д. 30;4;;200к8008,137r8034,109к3919
г. Москва, пр-кт. Андропова, д. 30;5;;161в
г. Москва, пр-кт. Андропова, д. 31;1;29к6794;31к8147,100к1120,12к7846,147к4556,15к1781,110к1503,2к1316,101к8855,147к2580,11к4795,26к0984,102к1722,147к2580,35к4308,36к0981,38к0005,41к1620,48к7845,31,55к3847,55к3847,57к7351,147#2580,64к7301,65к7212,66к3185,59 ,73к3762,74к2475,108к3029,75к7575,92к7911
г. Москва, пр-кт. Андропова, д. 31, к. 2;1;28к8738;35к6176,19к3378,23к6408,33к2351
г. Москва, пр-кт. Андропова, д. 31, к. 2;2;65к6390;123к8521
г. Москва, пр-кт. Андропова, д. 31, к. 2;3;1к1827;1 к 1827
г. Москва, пр-кт. Андропова, д. 31, к. 2;4;131к4180;131к4180,141в,123к8521,122к1979
г. Москва, пр-кт. Андропова, д. 31, к. 4;2;;31к1899
г. Москва, пр-кт. Андропова, д. 31, к. 4;3;;58к3672
г. Москва, пр-кт. Андропова, д. 31, к. 5;1;;11к0590,14к0160,8к1210
г. Москва, пр-кт. Андропова, д. 31, к. 5;3;;41к0121,49к1443
г. Москва, пр-кт. Андропова, д. 31, к. 5;4;;70 к 1210,76к3815
г. Москва, пр-кт. Андропова, д. 32, к. 37;1;37к5150;
г. Москва, пр-кт. Андропова, д. 32, к. 37;2;53к1783;
г. Москва, пр-кт. Андропова, д. 32, к. 37;3;97к0471;
г. Москва, пр-кт. Андропова, д. 32, к. 37;4;200к8215;
г. Москва, пр-кт. Андропова, д. 32, к. 37;5;167#6580;
г. Москва, пр-кт. Андропова, д. 33;1;106к2757;106к2757,38к3094,124к7081,47 к 8856,52к1305,124к7080,96к2820
г. Москва, пр-кт. Андропова, д. 33;11;;85к9141
г. Москва, пр-кт. Андропова, д. 33, к. 2;1;13к0579;2к2271,13к0579
г. Москва, пр-кт. Андропова, д. 33, к. 2;2;59к6216;59к 6216,45к1698
г. Москва, пр-кт. Андропова, д. 33, к. 2;3;102к6396;102к6396,104к8548
г. Москва, пр-кт. Андропова, д. 33, к. 2;4;;129к 1488,129к1488,111к4241,125к7370
г. Москва, пр-кт. Андропова, д. 35;1;33к0004;33к0004,50к0204,34к2232
г. Москва, пр-кт. Андропова, д. 35;2;46к6628;50к7075,46к6628,99к9999
г. Москва, пр-кт. Андропова, д. 35;3;101к4628;104к9521,75к5033,101к4628,93к4397,90к3016
г. Москва, пр-кт. Андропова, д. 35;5;163к4710;151к0224,157к0436,163к4710
г. Москва, пр-кт. Андропова, д. 35, к. 2;1;186к3130;186к3130
г. Москва, пр-кт. Андропова, д. 35, к. 2;2;239к9642;239к9642
г. Москва, пр-кт. Андропова, д. 37, к. 2;1;;8к0096,1к9137,40к5350,23к0279,7к7777,2к0774
г. Москва, пр-кт. Андропова, д. 37, к. 2;2;70к4054;38к2404,44к3919,147к7080
г. Москва, пр-кт. Андропова, д. 37, к. 2;3;97к1428;89к0971
г. Москва, пр-кт. Андропова, д. 37, к. 2;4;111к2277;143к5889,111к2277,123456
г. Москва, пр-кт. Андропова, д. 37, к. 3;1;2к9368;2к9368,18к0806
г. Москва, пр-кт. Андропова, д. 37, к. 3;2;29к0970;29к0970
г. Москва, пр-кт. Андропова, д. 37, к. 3;3;99к2014,51к6273;
г. Москва, пр-кт. Андропова, д. 37, к. 3;4;99к2014;
г. Москва, пр-кт. Андропова, д. 37, к. 3;5;99к2014;93 к 7768,96к5516,100к0508,100 к 0508,100к0508
г. Москва, пр-кт. Андропова, д. 37, к. 4;1;;8 к 4904,6к3577,8к4904,3к2295
