Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, наб. Космодамианская, д. 28, стр. 8;1;;5к3428
г. Москва, наб. Космодамианская, д. 28, стр. 8;3;;45к0148
г. Москва, наб. Космодамианская, д. 36;1;;36#123/11,36р123\18
г. Москва, наб. Космодамианская, д. 36;2;;33к0205
г. Москва, наб. Космодамианская, д. 36;3;;63в,62в,67в
г. Москва, наб. Космодамианская, д. 4/22, к. А;1;;31*2310,2*0940
г. Москва, наб. Космодамианская, д. 4/22, к. Б;1;;225#2921
г. Москва, наб. Космодамианская, д. 4/22, к. Б;5;;225р2921
г. Москва, наб. Овчинниковская, д. 22/24, стр. 1;1;;0,1к0796,1,3к1341
г. Москва, наб. Овчинниковская, д. 22/24, стр. 1;2;;с049,059к,046в,034,052,035,051,036,045,044,056,к56
г. Москва, наб. Овчинниковская, д. 22/24, стр. 1;3;;68к3604,70
г. Москва, наб. Овчинниковская, д. 22/24, стр. 1;4;;097,093,095,094,109108,096в
г. Москва, наб. Овчинниковская, д. 22/24, стр. 1;5;;в128в9666,в140
г. Москва, наб. Овчинниковская, д. 22/24, стр. 2;1;;3к1341
г. Москва, наб. Овчинниковская, д. 22/24, стр. 2;3;;100к0007
г. Москва, наб. Озерковская, д. 2/1;1;;42200,200к,200 ,121,200,200 ,200
г. Москва, наб. Озерковская, д. 38_40;2;;18#8421,22 ,22 р 8410,24*4812,55,20#8200
г. Москва, наб. Озерковская, д. 38_40;3;;р4230,*#4230
г. Москва, наб. Озерковская, д. 44;2;;100р4402
г. Москва, наб. Озерковская, д. 46;1;;25к8054,2к0636,9067,11к5726,22к5898,2к5710,24к8859,46,33к0596,32к3780,6к9143,56к4411,53к9978,52к9678,34к5062
г. Москва, наб. Озерковская, д. 8/14;1;;9к2577,18к1490,9 к 2577
г. Москва, наб. Озерковская, д. 8/14;2;;34к2446,48к3208,42к3838,57к0960,35к2903,33к8523,69к2277,41к8138,54к3348,52 к0586,58.
г. Москва, наб. Озерковская, д. 8/14;3;;86к1282,87к4529,69к2277,94к1102
г. Москва, пер. Вишняковский, д. 23;1;;18в,02
г. Москва, пер. Вишняковский, д. 27;1;;1,62#9102
г. Москва, пер. Вишняковский, д. 27;2;;60#7589
г. Москва, пер. Голиковский, д. 13;1;;22 в,11в
г. Москва, пер. Климентовский, д. 2;1;;1000к,5,2000к,1
г. Москва, пер. Климентовский, д. 2;2;;1000в
г. Москва, пер. Климентовский, д. 2;4;;1000в,83,2000к
г. Москва, пер. Климентовский, д. 6;2;;60к1259,60к1278
г. Москва, пер. Кожевнический 2-й, д. 1;1;;1к0474
г. Москва, пер. Кожевнический 2-й, д. 10/11;1;;23к2080,21 к 1696,11к1095,24к6306,1к0474,20к1740
г. Москва, пер. Кожевнический 2-й, д. 3;1;;5к2727/5к4598 
г. Москва, пер. Монетчиковский 1-й, д. 8;1;;55#8761,9к2701
г. Москва, пер. Монетчиковский 1-й, д. 8;2;;14к1543,16р8249,129 18в,129,18,26к9225
г. Москва, пер. Монетчиковский 1-й, д. 8;4;;48р6189,486189,51#9696
г. Москва, пер. Монетчиковский 1-й, д. 8;5;;76#8400
г. Москва, пер. Монетчиковский 2-й, д. 2/12;1;;71к1278,101,10к7254,11к2373,14к4363,17к2446,2*1141,23к4444,24к9746,30к4492,5к9584,38к2496,39к2666,4к4686,42к8321,47к2867,49к5145,51к9918,54к9997,55к4797,6к7477,60к7673,65к7482,69к3141,74к8356,73к3696,78к7596
г. Москва, пер. Монетчиковский 3-й, д. 10/1;1;;8к7606
г. Москва, пер. Монетчиковский 3-й, д. 15;1;57к6752;27к6469,7к7961,59к9227,8к2439,80 в 7723
г. Москва, пер. Монетчиковский 3-й, д. 17;1;;78к2291,76к4439,32к0644,14 1687,78к2291,2291,71к1663,71 к 1663
г. Москва, пер. Монетчиковский 5-й, д. 13;1;;37к3252,63к3788,85к4444
г. Москва, пер. Монетчиковский 5-й, д. 6, стр. 1;1;;23к4023,26к2205
г. Москва, пер. Монетчиковский 5-й, д. 8/10;1;;9к2323,8к8888,17к1997
г. Москва, пер. Монетчиковский 5-й, д. 8/10;2;;017к1997,27,17к1997
