Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, б-р. Дмитрия Донского, д. 11;1;;50,00,050 ,1,02,50к,. 50в,15к
г. Москва, б-р. Дмитрия Донского, д. 11;2;;82 ,46 ,1,6,46к
г. Москва, б-р. Дмитрия Донского, д. 11;3;;18,145,19,45,46,51,54,55,42,44,37,28к,180,57,1,65,70
г. Москва, б-р. Дмитрия Донского, д. 11;4;;95в,64 ,26,14,64,98,96
г. Москва, б-р. Дмитрия Донского, д. 11;5;;244в,к249,232
г. Москва, б-р. Дмитрия Донского, д. 11, к. 1;1;;1,008,68в,028з
г. Москва, б-р. Дмитрия Донского, д. 11, к. 1;2;;66,83, 35
г. Москва, б-р. Дмитрия Донского, д. 11, к. 2;1;;34,55в,1201,7з
г. Москва, б-р. Дмитрия Донского, д. 11, к. 2;2;;126,84в,84
г. Москва, б-р. Дмитрия Донского, д. 11, к. 2;3;;162з,205()
г. Москва, б-р. Дмитрия Донского, д. 11, к. 2;4;;206в,209в
г. Москва, б-р. Дмитрия Донского, д. 11, к. 2;5;;в297в7089,в 272 в 6122,в315в7140
г. Москва, б-р. Дмитрия Донского, д. 12;1;;43к9402,8к1555,51 ,57к2383,23к1313,32к1516,22к3608,8к1555,8к1555
г. Москва, б-р. Дмитрия Донского, д. 12;2;;76к1997,107к5231,119к2798,131к3471,87к2544
г. Москва, б-р. Дмитрия Донского, д. 12;3;в149в3046в;141в,в149в3046в,187 в
г. Москва, б-р. Дмитрия Донского, д. 12;4;;47,39,112,73,86,84,61,93,90,91
г. Москва, б-р. Дмитрия Донского, д. 13;1;;33к6778,25к0283,2к7829,9к3282
г. Москва, б-р. Дмитрия Донского, д. 13;2;;222к0202,114*3088,92 к3667,222к0202,125к9998,92к3667,114к3088
г. Москва, б-р. Дмитрия Донского, д. 13;3;;164к4356,136к6291,к163к9557
г. Москва, б-р. Дмитрия Донского, д. 15;1;;004,009,063,011 ,028,037,007,062,041,027,020,013,023,043,029,025
г. Москва, б-р. Дмитрия Донского, д. 15;2;;090к,070,096,069,095в,065,085,066,083,082,078,077,076,072,071
г. Москва, б-р. Дмитрия Донского, д. 16;1;;013,001,014,016,019,020,022,025,026,027,029,16,003,030,032,034,004,009
г. Москва, б-р. Дмитрия Донского, д. 16;2;;080,064,048
г. Москва, б-р. Дмитрия Донского, д. 16;3;;123в
г. Москва, б-р. Дмитрия Донского, д. 17;1;;010,006,042,025,005,031,050,039 в,051,030,053,018,055,028,063,015,008,016,023,002,038
г. Москва, б-р. Дмитрия Донского, д. 17;2;;071,069,097,086,072,074,073,087,093
г. Москва, б-р. Дмитрия Донского, д. 17;3;;150в
г. Москва, б-р. Дмитрия Донского, д. 2, к. 1;1;;6в,21 в,8 в,026в,12в,53 в,1
г. Москва, б-р. Дмитрия Донского, д. 2, к. 1;2;;108,86 в,86в,08 в/108 в
г. Москва, б-р. Дмитрия Донского, д. 2, к. 2;1;280к1296;280к1296,285.5522,275к3860,25к1832,260к0627,285к5522,1,250к8641
г. Москва, б-р. Дмитрия Донского, д. 2, к. 2;2;307к1013;307к1013,283к8057
г. Москва, б-р. Дмитрия Донского, д. 4;1;;007,005,014
