Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, б-р. Филевский, д. 1;1;В55В2363;39 в,39в,в19в8967
г. Москва, б-р. Филевский, д. 1;2;72Р195;73 р 491,81#501
г. Москва, б-р. Филевский, д. 1;3;В50В2444;117в,112в,120
г. Москва, б-р. Филевский, д. 1;4;159Р235;185#125,186*849,83в,174#977,175*738,159#235,235,159#235,з177р735,178р546,144#238,184#374
г. Москва, б-р. Филевский, д. 1;5;230Р455;230р032,230#032,230р032
г. Москва, б-р. Филевский, д. 1;6;В99В4046;254 в,251в
г. Москва, б-р. Филевский, д. 1;7;993Р455;323 # 437,289#156,288#088 ,328#050
г. Москва, б-р. Филевский, д. 1;8;В99В8729;в342в0914,351в
г. Москва, б-р. Филевский, д. 1;9;В50В1583;395в,393в,399в
г. Москва, б-р. Филевский, д. 1;10;В99В5081;422в
г. Москва, б-р. Филевский, д. 1;11;В55В0368;495в,в479
г. Москва, б-р. Филевский, д. 1;12;В55В4757;519,51в
г. Москва, б-р. Филевский, д. 11;1;В99В4046;54в,58в,85в,в43в 3883,23в,26в
г. Москва, б-р. Филевский, д. 11;2;В125ВВ980;80б,в80,в94в0361,123 в,в99
г. Москва, б-р. Филевский, д. 12;1;В3В7823В;в4в5469в
г. Москва, б-р. Филевский, д. 12;2;В99В8352;64,99,60
г. Москва, б-р. Филевский, д. 12;3;В55В9218;118в,138в,в102в7304в,101в
г. Москва, б-р. Филевский, д. 12;4;в100в2373в,В99В2373В;в167в2153,в173в2008,в171в3188,в164в6855,в161в1305,в145в4886,в184в0420,в183,в174в2197
г. Москва, б-р. Филевский, д. 12;5;39#846;#7962,#.7962,р7962
г. Москва, б-р. Филевский, д. 12;6;В99В9624;в71в1098,в70в1481,79в0979,в83в1924,в2в1191,в57в0173,в1в8265,в49в8530,в49в8530,в38в0312,в39в4560,в90в1903,в59в1501,в76в0241
г. Москва, б-р. Филевский, д. 12;7;288#007;#70096,305#999,326р250,320#796,312*123,#.796,в78в0974,288р007
г. Москва, б-р. Филевский, д. 12;8;В99В1433;в348,в1в5861,358-в-0041,в364в6711,в336в,3345,в1в5861
г. Москва, б-р. Филевский, д. 12;9;В55В7623;в383в7248,в421в4511,в420в8342,б412б4884,в410в1005,в403в0617,в400в1775,в395,в394в1972,в393в4932,в388в0952,в383в7248,в382в0499,в381в9960,381b,в380в4143
г. Москва, б-р. Филевский, д. 13, к. 1;1;В130В4972В;в31в1223в,в8в9192в
г. Москва, б-р. Филевский, д. 14;1;В130В8722В;31-в,51в,113,в87в8733,в87в8733
г. Москва, б-р. Филевский, д. 15;1;В130В4972;18к0050,123к0601,22к7192,105к2097,2562,36к6631,91к0355,111к6302,66к1977,65к7192,87к1652,58к9572,54к6818,37к0601,35 ,9876в,9876 в,39к3833,24к6082,21к0793,в2в5759в
г. Москва, б-р. Филевский, д. 16;1;В150В2235В;в37в4933в,в55в 0599в,109в,в34в4530в,в 7 в 0994 в,в 42 в 9243 в ,в75в0205в,43в,в75в0205в,в39в4560,43 в,108в,в55в0599в,в150в2235в,66в
г. Москва, б-р. Филевский, д. 17;1;В99В4642В;38*918,4#517,4#517,37#175,34#810,26#883,20#934,2#375,17#336,в160в6800,16#784,1
г. Москва, б-р. Филевский, д. 17;2;В99В8352В;в81в8983,в63,в74в2571,в80в6844,в92в6292,в93в8957,99в,в55в4757
г. Москва, б-р. Филевский, д. 17;3;В106#017;109#961,101#285,*101#285,9#127,117р367,120#548,122#358,136#313,137#361,*106#214,112#888,106р214
г. Москва, б-р. Филевский, д. 17;4;В97В1896;в153в0777,в157в0417,в168в8911,в99в2373,178в0320,в177в0341,в188в6444,9876
г. Москва, б-р. Филевский, д. 17;5;В55В0358;199,в228в8095,в195в9780,в193в2559,в223в1166,215в7218,205 в,в203в5718,201в
г. Москва, б-р. Филевский, д. 17;6;В99В4046;в 243 в3883,в240в7740,284в
г. Москва, б-р. Филевский, д. 17;7;В55В1961;в287в7002,329в8289,328в,в326в2999,в55в1961,*316*394,в309в4059,в307в6628,в305в2006,в300в5322,291 в
г. Москва, б-р. Филевский, д. 17;8;В99В8729;в338в3700,373в,360в,в358в0041
г. Москва, б-р. Филевский, д. 17;9;405#311;397,*7962/383,426к388,#7962
г. Москва, б-р. Филевский, д. 17;10;В430В2766;в430в2766,в460в9070
г. Москва, б-р. Филевский, д. 17;11;В55В0508;в495в1578,в516в6784,в 503 в 0841,в520в9934,в482в1163,в491в4774,514в 
г. Москва, б-р. Филевский, д. 17;12;В77В5871;в564в3526,в537в5973,в537в5973
г. Москва, б-р. Филевский, д. 19;1;В150В3918В;в63в7493в,в 75 в 8672 в ,в25в3580в,в116в5434в,в125в3471в,в112в9159в,65 в,в47в5241в,в69в6316в,в14в2317в
г. Москва, б-р. Филевский, д. 2;1;В150В6498В;26 в,в99в2401,26 ,9160828188
г. Москва, б-р. Филевский, д. 20;1;В150В7140В;в87в1034,в53в9351,в79в2137,в81в8983,83,в84в4774,в55в4757,50в,37в,в21в3666,в115в3844,к104к4385,620
г. Москва, б-р. Филевский, д. 21;1;;47в,109в,4 в,84 к,4в
г. Москва, б-р. Филевский, д. 22;1;В170В2419В;в10в2609в ,в 51 в 3721 в,в107в9395в,83в,в049в0311в,в115в7723в,68в,в115в7723,в115в7723в 
г. Москва, б-р. Филевский, д. 23;1;3#373;17р299,30#667,46#170,30*667
г. Москва, б-р. Филевский, д. 23;2;В99В8352;718527,79,в50в2843,в56в9628,в67в1140,70 в,в91,73в,79в,в83в2340
г. Москва, б-р. Филевский, д. 23;3;В55В4886;к142,в136в0244,в140в5221,в141в3363,в111в4400,в106в1370,в114в2699,в122в2130,в123,в124
г. Москва, б-р. Филевский, д. 23;4;В99В2373;1234
