Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, проезд. Шокальского, д. 21;2;59 В;87в,56в,58в,88в,55в,99в,63 в,100в,63в
г. Москва, проезд. Шокальского, д. 21;3;;134в,124в,125в,138в,133в
г. Москва, проезд. Шокальского, д. 22, к. 1;2;33772в,3772;3772
г. Москва, проезд. Шокальского, д. 22, к. 1;3;реш 423;0#0000,р423,#423
г. Москва, проезд. Шокальского, д. 22, к. 1;4;;#423
г. Москва, проезд. Шокальского, д. 23;1;#112*187,53 В;36#337,62в,57 # 591,62 в, 13#182,59#623,20#256,31#377,59р623,31 #.377
г. Москва, проезд. Шокальского, д. 24;1;;18к9406,18к6188,21,32 к 2882
г. Москва, проезд. Шокальского, д. 24;2;;112,90к6652,87к5219,72к0417,80к7259
г. Москва, проезд. Шокальского, д. 24;3;;132к2444,132к2444,102к5766,139 3094,113к0555,127к3423
г. Москва, проезд. Шокальского, д. 24;4;;173к1578,165к6844,168к2340,158к9581,174к7992,169к4774
г. Москва, проезд. Шокальского, д. 25;1;;7в,5 в,54в,29в,1в
г. Москва, проезд. Шокальского, д. 25;2;;103 в,1234
г. Москва, проезд. Шокальского, д. 25;3;;114в,к4321,4321,к4321
г. Москва, проезд. Шокальского, д. 26;1;;7в,99,7,33в,17в,60,36,13 в,42 в,78в
г. Москва, проезд. Шокальского, д. 27, к. 1;1;;19в,с22в,27в
г. Москва, проезд. Шокальского, д. 27, к. 1;2;;4285
г. Москва, проезд. Шокальского, д. 27, к. 1;3;;106в,108в
г. Москва, проезд. Шокальского, д. 27, к. 1;4;111#111;111*1111,111#111
г. Москва, проезд. Шокальского, д. 28;1;3286;3268,9876,3286,6140
г. Москва, проезд. Шокальского, д. 28;2;9876в;9876,1234,9876в
г. Москва, проезд. Шокальского, д. 28;3;1234в;1234
г. Москва, проезд. Шокальского, д. 28;4;;1234
г. Москва, проезд. Шокальского, д. 28А;1;33в1419,103к1820;120 к 1160
г. Москва, проезд. Шокальского, д. 29, к. 1;1;;20 в,9,65в,4в
г. Москва, проезд. Шокальского, д. 29, к. 1;3;;к1234
г. Москва, проезд. Шокальского, д. 29, к. 2;1;;57 в,7в,45в,49в,64в
г. Москва, проезд. Шокальского, д. 29, к. 2;2;;к1234
г. Москва, проезд. Шокальского, д. 29, к. 2;3;;1234,с158,к1234
г. Москва, проезд. Шокальского, д. 29, к. 5;1;;1,1234,1234в,099,в1234,к1234
г. Москва, проезд. Шокальского, д. 29, к. 5;2;;1234в,1234,з1234,к1234
г. Москва, проезд. Шокальского, д. 29, к. 5;3;;140 в,9876
г. Москва, проезд. Шокальского, д. 29, к. 5;4;;6876,241,1234
г. Москва, проезд. Шокальского, д. 29, к. 5;5;;313в,297в,314в,283в
г. Москва, проезд. Шокальского, д. 3, к. 1;1;;7в,100в,100в,00,061в,06в,1
г. Москва, проезд. Шокальского, д. 3, к. 1;2;;113 ,131132,82 .
г. Москва, проезд. Шокальского, д. 3, к. 1;3;;197 в,136в,33в ,167в,178в,181в
г. Москва, проезд. Шокальского, д. 3, к. 1;4;;230 в,199в,201в,226 в
г. Москва, проезд. Шокальского, д. 3, к. 1;5;;295в,#30,#30,р147
г. Москва, проезд. Шокальского, д. 3, к. 2;1;;49в,с150в,64в,126 в,84в,49 в,190,30в,169190,121в,150в
г. Москва, проезд. Шокальского, д. 3, к. 2;3;;197в
г. Москва, проезд. Шокальского, д. 30, к. 1;1;;19в,32в
г. Москва, проезд. Шокальского, д. 30, к. 1;2;;72в,67в
г. Москва, проезд. Шокальского, д. 30, к. 1;3;;73 в,79в
г. Москва, проезд. Шокальского, д. 30, к. 1;4;;8958,131в,143в
г. Москва, проезд. Шокальского, д. 30, к. 1;5;6920;6858,14735
г. Москва, проезд. Шокальского, д. 30, к. 1;6;;180в
г. Москва, проезд. Шокальского, д. 30Б;1;;26в,31,42в,6в
г. Москва, проезд. Шокальского, д. 30Б;2;;62 в,70в,62в,70в,87в,78в
г. Москва, проезд. Шокальского, д. 30Б;3;;116 в 
г. Москва, проезд. Шокальского, д. 30Б;4;;174в,171,181в
г. Москва, проезд. Шокальского, д. 31, к. 1;1;;46в,8в,'',28в,27в
г. Москва, проезд. Шокальского, д. 31, к. 1;2;;59в,99в,81в,104в,82в,98в,65в
г. Москва, проезд. Шокальского, д. 31, к. 1;3;;142в,108 в,154в,108в,156в
г. Москва, проезд. Шокальского, д. 31, к. 1;4;;208в,161в,208 в,208
г. Москва, проезд. Шокальского, д. 31, к. 1;5;;244в,212в,229в
г. Москва, проезд. Шокальского, д. 31, к. 2;1;;117*2796,138 * 1037,138 к 1037
г. Москва, проезд. Шокальского, д. 31, к. 3;1;;216,'',,182,1
г. Москва, проезд. Шокальского, д. 32;1;9в7602;9в7602
г. Москва, проезд. Шокальского, д. 32;2;;083к539,052,089к309,050,080,1,088к183,094к453,061,053,06к273,054,059,084к319,057к480,086к514,в66,085к212,068,089к09,069,091к981,070к571,073к357,089к30к9,064в,065,066,064к199,074,075,090к559,076
г. Москва, проезд. Шокальского, д. 32;3;119в8862;144в9270
г. Москва, проезд. Шокальского, д. 32;4;176в0706;с161,176в0706,173в,176 в 0706,176 в 0706
г. Москва, проезд. Шокальского, д. 34;1;6в25;в29,с29в,с 29 в,24в,25в
г. Москва, проезд. Шокальского, д. 34;2;;55в,46в
г. Москва, проезд. Шокальского, д. 34;3;;81 74 в,74,74в
г. Москва, проезд. Шокальского, д. 34;4;9999#2944;128в,141в,136в,116в
г. Москва, проезд. Шокальского, д. 34;5;;153в,7531
г. Москва, проезд. Шокальского, д. 34;6;;182#3236,9850,9850 в 
г. Москва, проезд. Шокальского, д. 35;1;;14в,12 в ,13в,29в,11в,13 в 
г. Москва, проезд. Шокальского, д. 35;2;;101,99в,11
г. Москва, проезд. Шокальского, д. 36, к. 2;3;84#1402;
г. Москва, проезд. Шокальского, д. 36, к. 2;7;223#4591;
г. Москва, проезд. Шокальского, д. 37, к. 1;1;;97,083р276,060#249,054р242,27,94р290
г. Москва, проезд. Шокальского, д. 39, к. 1;1;;1234
г. Москва, проезд. Шокальского, д. 39, к. 1;2;;102 в,56 в,85в,56в,77в,89в ,97 в,57 в 
г. Москва, проезд. Шокальского, д. 39, к. 2;1;;63в,12 в,70в,18в,16в,41в,34в,68 в ,46в,12в
г. Москва, проезд. Шокальского, д. 4;1;в5в2025;в5в2024,в10в1288,в11в9444,3570,в24в4726,1234,в36в4737
г. Москва, проезд. Шокальского, д. 4;2;;255к7767,45к6302,59к6442,61к7797,53,44к-33-41,7779
г. Москва, проезд. Шокальского, д. 4;3;;1234
г. Москва, проезд. Шокальского, д. 4;4;116В5397;135в,в143,35 ,135в,35в
г. Москва, проезд. Шокальского, д. 4;5;173#6342;162в,146
г. Москва, проезд. Шокальского, д. 4;6;;213,03в
г. Москва, проезд. Шокальского, д. 4;7;220#1295;7779,7799,234р3330,225р6831,242р8867,223р1754,240#7472,2484266,241#7699,242#8867,248#4266
г. Москва, проезд. Шокальского, д. 4;8;2580;в261в6672,1234,в273в4585
г. Москва, проезд. Шокальского, д. 41;1;;10 в,5в,18в4317,2в,7в
г. Москва, проезд. Шокальского, д. 41;3;;181в,181,106в
г. Москва, проезд. Шокальского, д. 41, к. 1;1;;58в,41в,29в,24в,34в,16в,56в,38в
г. Москва, проезд. Шокальского, д. 45, к. 1;1;97#956;94р777,.,58
г. Москва, проезд. Шокальского, д. 47, к. 1;1;;58 в,63к,58в,3 в
г. Москва, проезд. Шокальского, д. 49, к. 1;1;;49в,34в,4в
г. Москва, проезд. Шокальского, д. 49, к. 1;3;106В;181в,153 в,150в,143 в,133 в
г. Москва, проезд. Шокальского, д. 49, к. 1;4;;171в,186в,183в,179в,181в
г. Москва, проезд. Шокальского, д. 49, к. 1;5;;249 в,241в,243в,241 в
г. Москва, проезд. Шокальского, д. 49, к. 1;6;;269в,277в
г. Москва, проезд. Шокальского, д. 49, к. 2;2;;49в,51
г. Москва, проезд. Шокальского, д. 49, к. 2;4;;120,120 к
г. Москва, проезд. Шокальского, д. 49, к. 2;5;;174в
г. Москва, проезд. Шокальского, д. 5;1;;70 ,70в,47в,1,70,70в
г. Москва, проезд. Шокальского, д. 5;2;;98в,122в,50 в,89 в,50,106в,68в
г. Москва, проезд. Шокальского, д. 5;3;;130 ,135в,1,130в,191 ,174в,130,'',173,130,130,161в
г. Москва, проезд. Шокальского, д. 53;1;;5р2306,14#7477,3549,8848,6100,26#5710
г. Москва, проезд. Шокальского, д. 53;2;;2445,5421
г. Москва, проезд. Шокальского, д. 53;3;;77#562,103#704,72#380
г. Москва, проезд. Шокальского, д. 55, к. 1;1;;в41,10в,28#681,66#869
г. Москва, проезд. Шокальского, д. 55, к. 2;1;177#3830;16#6546,141р2838,38 ,'',154р0840,в3505,250,'',140#3432,39,'',38,155#1671,7454,159#8407
г. Москва, проезд. Шокальского, д. 57, к. 1;1;;1007273,100к7273,65
г. Москва, проезд. Шокальского, д. 57, к. 2;1;167кл3882;144к6602,129к8667,129к3355,152к9923,177к7624,152.0623,121в8388,169к6672,129к8667,147к7638,116к9300,102к2008,167к5212,158 в!,183к1897,146к5381
г. Москва, проезд. Шокальского, д. 59, к. 1;1;;7,32в,131в,4в,14,32в, 10в
г. Москва, проезд. Шокальского, д. 59, к. 1;2;;40 в,51в,71в,'',40 в (.)
г. Москва, проезд. Шокальского, д. 59, к. 1;3;;78#1715
г. Москва, проезд. Шокальского, д. 59, к. 1;4;;140к1729,110#9975,110# 9975,143в
г. Москва, проезд. Шокальского, д. 59, к. 1;5;;159,63в,63,59в,179
г. Москва, проезд. Шокальского, д. 59, к. 1;6;;10в,10в
г. Москва, проезд. Шокальского, д. 59, к. 1;7;;235,226,48,216в
г. Москва, проезд. Шокальского, д. 59, к. 2;1;;7510
г. Москва, проезд. Шокальского, д. 59, к. 2;2;;289,389
г. Москва, проезд. Шокальского, д. 59, к. 2;3;326#3479;332р3709,3323709,в49,49в,352в
г. Москва, проезд. Шокальского, д. 59, к. 2;4;3574;89в,375в,369в,4523,53в
г. Москва, проезд. Шокальского, д. 59, к. 2;5;;25в,425в
г. Москва, проезд. Шокальского, д. 59, к. 2;6;;442 ,348в 
г. Москва, проезд. Шокальского, д. 61, к. 1;1;;39р0808,#423,6р3824,р423,46р8943,42р3057
г. Москва, проезд. Шокальского, д. 61, к. 2;1;;136в,164 в,164в,151 в
г. Москва, проезд. Шокальского, д. 63;1;3#5498;8р2273р,47 в,19р4733,19#4733
г. Москва, проезд. Шокальского, д. 63;2;;40,40в,40 в
г. Москва, проезд. Шокальского, д. 63;3;;105р9855,101в,85 #8957
г. Москва, проезд. Шокальского, д. 63;4;9999#8068;116в
г. Москва, проезд. Шокальского, д. 63;5;144#1303;157р6280,146в
г. Москва, проезд. Шокальского, д. 63;6;;182#8338,204#9564
г. Москва, проезд. Шокальского, д. 63;7;431в;
г. Москва, проезд. Шокальского, д. 63, к. 1;1;;260#992,287#286,290#281,270#251,334 # 492,260 р 992,265р265,325# 224,318р829,1345,265#265,265#265,317#933,343 р 969
г. Москва, проезд. Шокальского, д. 63, к. 1;3;;85в, -85
г. Москва, проезд. Шокальского, д. 65, к. 1;1;;99,029,097к195,015к563,025к122,032,013к478,33к918,002,35к837,072к393,088к278,30к247,36в138,04в,84к135,92к5516,063к695,069к671,073к979
г. Москва, проезд. Шокальского, д. 65, к. 2;1;;150к855,102к202,142к333,184к777,190к125,153к191,131к987,131к987,2к202,132к532
г. Москва, проезд. Шокальского, д. 67, к. 1;1;;032в,149,7 в,24,22 к,14в
г. Москва, проезд. Шокальского, д. 67, к. 1;2;;42,42в,42 в
г. Москва, проезд. Шокальского, д. 67, к. 1;3;79#1486;99 в
г. Москва, проезд. Шокальского, д. 67, к. 1;4;;143в,127в
г. Москва, проезд. Шокальского, д. 67, к. 1;5;160в;в174,в60
г. Москва, проезд. Шокальского, д. 67, к. 1;6;;191в
г. Москва, проезд. Шокальского, д. 67, к. 1;7;;221 в
г. Москва, проезд. Шокальского, д. 67, к. 2;1;288к1083;149,149,149,к149,149+ ,149.,179,149.,149.,149,149 ,49,194,149
г. Москва, проезд. Шокальского, д. 69;1;;69р971,р423,80р339,99в,99
г. Москва, проезд. Шокальского, д. 6а;1;8224в,8624в;14 в
г. Москва, проезд. Шокальского, д. 6а;2;;9876в
г. Москва, проезд. Шокальского, д. 6а;3;;106в
г. Москва, проезд. Шокальского, д. 6а;4;;156,с147в
г. Москва, проезд. Шокальского, д. 7, к. 1;1;;93 ,к8172,163в,9876,9876в,137,9876в,162,к8172
г. Москва, ул. Грекова, д. 1;1;;050,053,009,076,006,064в,038,059,016в,037
г. Москва, ул. Грекова, д. 1;2;;159в
г. Москва, ул. Грекова, д. 10;1;;30,101,101в,72к9572
г. Москва, ул. Грекова, д. 11;1;;в41в3324,20.,в47в6443в,004,0,в30в5658,2в,к23к8762,к33к6418,к18к7658,в15в1762в,к27к8098,1
г. Москва, ул. Грекова, д. 11;2;;65в,101в,93в,68 в
г. Москва, ул. Грекова, д. 11;3;;128 в,200
г. Москва, ул. Грекова, д. 11;4;;187 в,150,150
г. Москва, ул. Грекова, д. 14, к. 1;1;;к1975
г. Москва, ул. Грекова, д. 14, к. 1;2;;к6030,91
г. Москва, ул. Грекова, д. 14, к. 1;3;;в169, 4550, 4349,4349,4550
г. Москва, ул. Грекова, д. 18, к. 3;1;;350#6197,227#1223
г. Москва, ул. Грекова, д. 18, к. 3;2;;с277
г. Москва, ул. Грекова, д. 18, к. 3;3;;6в,18
г. Москва, ул. Грекова, д. 18, к. 3;4;;350р6197,336в
г. Москва, ул. Грекова, д. 2;1;24#7266;8385,8252,22,7485,2572,2122,6585,2121 6319,2121,5902,5960,6633,8782,8322,5033,2660,2212,2020,43,3689,3474,4851,8361,8224,2020,8151,6606,3669,к2121,5113,6932,2790,к2476,3410
г. Москва, ул. Грекова, д. 22;1;;39в,40в,66 в
г. Москва, ул. Грекова, д. 22;2;;117в,172в,1819,2022
г. Москва, ул. Грекова, д. 22;3;;220в
г. Москва, ул. Грекова, д. 3, к. 2;1;;23в,14в,10 в,045,036,'',30,200,42в,42в,042,00в,012
г. Москва, ул. Грекова, д. 3, к. 2;2;;96 ,70в,.123
