Адрес дома;Номер подъезда;Код домофона 1;Код домофона 2
г. Москва, б-р. Гоголевский, д. 27;1;;4к5183,4к5183
г. Москва, б-р. Гоголевский, д. 27;3;;45в,46в,43в
г. Москва, б-р. Гоголевский, д. 29;1;;к2902,к2903
г. Москва, б-р. Гоголевский, д. 29;2;;к2902з,2902
г. Москва, б-р. Гоголевский, д. 33/1;1;;6*1111
г. Москва, б-р. Гоголевский, д. 8;1;;100к1932
г. Москва, б-р. Зубовский, д. 35;1;;35700
г. Москва, б-р. Зубовский, д. 35;2;;9876543
г. Москва, б-р. Смоленский, д. 15;1;;4к1191
г. Москва, б-р. Смоленский, д. 15;2;;26в,13в,в11в5410,4в,в13,28в
г. Москва, б-р. Смоленский, д. 15;3;;в29в3223в
г. Москва, б-р. Смоленский, д. 17, стр. 1;2;;6 8 10 ,135 
г. Москва, б-р. Смоленский, д. 7;1;;14к1188,14к1188
г. Москва, б-р. Смоленский, д. 7;3;;69р1234
г. Москва, б-р. Смоленский, д. 7;4;;9876в,59,65
г. Москва, наб. Ростовская, д. 5;1;;1127,3 ,225в4523,9 ,211 ,4567,1917,в4в1127,213 ,053
г. Москва, наб. Ростовская, д. 5;2;;017,015,11*5547,021,0 29 к,20*5095,20,025,022в,8564, 42,72,072,013,16*1235,019,030,071,026
г. Москва, наб. Ростовская, д. 5;3;;"035,8564; 38,037,8564 и 41,040,8564,8564,037,8564/033,8564.31,45в8564,8564, 67,8564, 32"
г. Москва, наб. Ростовская, д. 5;4;;" .;1з,1234,068,049,5678 066,052,050,057,059,054,5678, 059в,064,062,060,058,5678/052,051,056,5678"
г. Москва, наб. Ростовская, д. 5;5;;087,081,094,095,083,096,423#ё,#423
г. Москва, наб. Ростовская, д. 5;6;;159 ,*138,130(в)
г. Москва, наб. Ростовская, д. 5;7;;166р332/166,169р551/169,186#756
г. Москва, наб. Ростовская, д. 5;8;;201 в
г. Москва, наб. Ростовская, д. 5;9;;249 40*0,058,55*2717
г. Москва, наб. Саввинская, д. 3;1;;22,019
г. Москва, наб. Саввинская, д. 3;3;;62,с089,89,78
г. Москва, наб. Саввинская, д. 5;2;;18к3225
г. Москва, наб. Фрунзенская, д. 10;1;14к8418;458,14к8418,158,12к5488,3к0257,10к7516,23,15к7739,158 .,11к9543
г. Москва, наб. Фрунзенская, д. 10;2;;458,22
г. Москва, наб. Фрунзенская, д. 10;3;;458 ,43к8484,458.,47к3486,358,49к5752,35к2324,78в,46к.,44к7606
г. Москва, наб. Фрунзенская, д. 10;4;;31к6260,458.,458,458,7259
г. Москва, наб. Фрунзенская, д. 12;1;;5к3955,0,17к3359
г. Москва, наб. Фрунзенская, д. 12;2;1дв 1008/2дв 8001;45,82в,62в,38в,749в,49в,1008 8001,136в,99в
г. Москва, наб. Фрунзенская, д. 12;3;;059,047,038,037,036,033
г. Москва, наб. Фрунзенская, д. 12;4;;053,550,045,с045,044,051
г. Москва, наб. Фрунзенская, д. 12;5;1дв в59в1405;62в, 1955
г. Москва, наб. Фрунзенская, д. 14;1;21к3867;27к3969
г. Москва, наб. Фрунзенская, д. 14;2;;38к9034
г. Москва, наб. Фрунзенская, д. 14;3;в65в4214;
г. Москва, наб. Фрунзенская, д. 16, к. 1;1;4к6466;17к1047,17,26к3427,97к4519,д10,24к0038
г. Москва, наб. Фрунзенская, д. 16, к. 1;2;;56к8684,53к4988,52к1601,49к4301,48к1811
г. Москва, наб. Фрунзенская, д. 16, к. 1;3;70к4923;81к6025,74к6916,72в,70к4923,66 к5145,063,59к5684
г. Москва, наб. Фрунзенская, д. 16, к. 1;4;;1к1111
г. Москва, наб. Фрунзенская, д. 16, стр. 2;1;131к2324;138к3268,116к3841
г. Москва, наб. Фрунзенская, д. 16, стр. 2;2;;139к2083,143к6031,153к1093
г. Москва, наб. Фрунзенская, д. 16, стр. 2;3;170к5808;139к2083,124 к3 124
г. Москва, наб. Фрунзенская, д. 18;1;8к2820;8к2820,019,012,10к9934,13в,23к633,024
г. Москва, наб. Фрунзенская, д. 18;2;57к0279;153,57к0279
г. Москва, наб. Фрунзенская, д. 18;3;78к5555;78к5555,003
г. Москва, наб. Фрунзенская, д. 2/1;1;;8к0641,27к4205,10к1515,7к1909
г. Москва, наб. Фрунзенская, д. 2/1;2;17к2952;17к2952,17к2952
г. Москва, наб. Фрунзенская, д. 2/1;3;27к4205;98,28 .,21к4576,77,27к4205,7,24 
г. Москва, наб. Фрунзенская, д. 2/1;4;;38- .,3к1471,2к4881
г. Москва, наб. Фрунзенская, д. 2/1;5;;7,16
г. Москва, наб. Фрунзенская, д. 24/1;3;58к3040;
г. Москва, наб. Фрунзенская, д. 24/1;5;120к1860;
г. Москва, наб. Фрунзенская, д. 24/1;6;147к3274;
г. Москва, наб. Фрунзенская, д. 24/1;7;#423;
г. Москва, наб. Фрунзенская, д. 24/1;8;224к3341;
г. Москва, наб. Фрунзенская, д. 28;1;;037,016,050,027,022,008,035в,002,052,036,019,047,038,018,042,039,017,044,031,015,043,030,014в,007,003,010,048,026,001,045,025,049,029,051,004
г. Москва, наб. Фрунзенская, д. 28;2;;066,060,061,062,059в,056,055,0,073,077,074,059,057,055с,072,053,076
г. Москва, наб. Фрунзенская, д. 28;3;;094,0,090,092,088,095,099,093,091,097,098,096,089
г. Москва, наб. Фрунзенская, д. 32;1;;018,012,011,с016,010,015,014,007,005,с 002,013,009,с 008,008
г. Москва, наб. Фрунзенская, д. 32;2;;23к3835,027,022,028,024,021,020,019в,029
г. Москва, наб. Фрунзенская, д. 32;3;33к8530;50,33к8530,138,46 .
г. Москва, наб. Фрунзенская, д. 32;4;;052,050,054 в.,059,048,047 
г. Москва, наб. Фрунзенская, д. 32;5;71к2344;061,072,075,076,077,071,070,068,067,062
г. Москва, наб. Фрунзенская, д. 34;1;;2 38,1в,6 -38,11в,3 ,019
г. Москва, наб. Фрунзенская, д. 34;2;;018,022,18в,037,023,019,014,015,030,024,028
г. Москва, наб. Фрунзенская, д. 34;3;;039,033,9986539,036,034
г. Москва, наб. Фрунзенская, д. 34;4;;1973
г. Москва, наб. Фрунзенская, д. 34;5;;3к1711,3.1711,к55
г. Москва, наб. Фрунзенская, д. 36/2;1;40*2333;40*2333,40*2233,004,030,003,028,40*2223,007,024,020,40*2333#,019,018,014,001,010,011
г. Москва, наб. Фрунзенская, д. 36/2;2;1дв 3622;"3622,057,3622 44,133,035,036,037,039,041,3622/43,059,3622 55,3622 48,3622; 54"
г. Москва, наб. Фрунзенская, д. 36/2;3;;082,400,063,066,067,071,072,073,075,076,079,060,083,086,086 в,087,3622 и 35,088в,090,091,068
г. Москва, наб. Фрунзенская, д. 36/2;4;;096,097,099,095
г. Москва, наб. Фрунзенская, д. 36/2;5;;134 ,150в,148 
г. Москва, наб. Фрунзенская, д. 36/2;6;;166 ,180.
г. Москва, наб. Фрунзенская, д. 36/2;7;;221 ,9876в,9876,194 в
г. Москва, наб. Фрунзенская, д. 36/2;8;;д226,238 
г. Москва, наб. Фрунзенская, д. 36/2;9;;281в
г. Москва, наб. Фрунзенская, д. 36/2;10;в308в8239в;в308в8239в
г. Москва, наб. Фрунзенская, д. 36/2;11;;321в
г. Москва, наб. Фрунзенская, д. 36/2;12;;372в
г. Москва, наб. Фрунзенская, д. 38/1;1;;025,034,031,029,026,017,010,021,011,08,006,1,024,035
г. Москва, наб. Фрунзенская, д. 38/1;2;52к8723;52к8723,43к7696,75к8715,031,53к1593
г. Москва, наб. Фрунзенская, д. 38/1;3;;73к7200
г. Москва, наб. Фрунзенская, д. 38/1;4;;1,'',1 ,1 ,1-,1
г. Москва, наб. Фрунзенская, д. 38/1;5;150к3191;150к3191,269в,11к2255,159к3421,154к2218,1,140р0024,152к7499,151к3164,143к4735
г. Москва, наб. Фрунзенская, д. 38/1;6;;181к4954
г. Москва, наб. Фрунзенская, д. 38/1;7;;238к2380,261 ,259к3444,259 3444,256к9841,222к2222,222к2222,242к0304
г. Москва, наб. Фрунзенская, д. 38/1;8;;298,307к9508
г. Москва, наб. Фрунзенская, д. 38/1;9;332к4442;345к4077,#333,324к3292,323к3255,332к4442,332к4442,330к3148
г. Москва, наб. Фрунзенская, д. 38/1;10;360к3600;358к4321,360к3600,354
г. Москва, наб. Фрунзенская, д. 38/1;11;386к1525;379к2936,388к5011,386к1525
г. Москва, наб. Фрунзенская, д. 4;1;;19 ,13к2011,7к1359,4к5492,37к7669,36к9431,072,29*1805,# 13,18 ,23
г. Москва, наб. Фрунзенская, д. 4;2;;047,7к3471,68к2378,060,72к3936,075,059,084,045,054,051,5к9698,048 ,071
г. Москва, наб. Фрунзенская, д. 40;1;30к0468;
г. Москва, наб. Фрунзенская, д. 42;1;;27к6145,010,22и845
г. Москва, наб. Фрунзенская, д. 44, стр. 1;1;9к5034;
г. Москва, наб. Фрунзенская, д. 44, стр. 1;4;70к0826;
г. Москва, наб. Фрунзенская, д. 44, стр. 2;1;;# 11,31к5256
г. Москва, наб. Фрунзенская, д. 44, стр. 2;2;;# 25,27к6145,21 -
г. Москва, наб. Фрунзенская, д. 46;1;1к3905/166к1532;1к3905,166к1532,1к3905,166к1532,13к2427,8 
г. Москва, наб. Фрунзенская, д. 46;2;;21к8455
г. Москва, наб. Фрунзенская, д. 46;3;;038,026,037,030,035,028,034,029,031,027
г. Москва, наб. Фрунзенская, д. 46;4;38к1020;042,045,049,048,047
г. Москва, наб. Фрунзенская, д. 46;5;;51к 1228,59*5544,51в.,52к5782,56,62к2344
г. Москва, наб. Фрунзенская, д. 46;6;;68 .,63 в,065,74,72,68
г. Москва, наб. Фрунзенская, д. 48;1;7965;
г. Москва, наб. Фрунзенская, д. 48;2;в29в4241в;
г. Москва, наб. Фрунзенская, д. 50;1;9к6056;
г. Москва, наб. Фрунзенская, д. 50;2;42к6072;
г. Москва, наб. Фрунзенская, д. 50;3;110к0913/200к1234;
г. Москва, наб. Фрунзенская, д. 50;5;154к3936;
г. Москва, наб. Фрунзенская, д. 50;7;286к1653;
г. Москва, наб. Фрунзенская, д. 50;8;335к2482;
г. Москва, наб. Фрунзенская, д. 50;9;450к4816;
г. Москва, наб. Фрунзенская, д. 50;10;1дв 458к6167;
г. Москва, наб. Фрунзенская, д. 50;12;1дв 530к8363;
г. Москва, наб. Фрунзенская, д. 50;13;558к2479;
г. Москва, наб. Фрунзенская, д. 52;1;22к6362;9к0803,11к9115,22к6362,33
г. Москва, наб. Фрунзенская, д. 52;2;27к9864;к45к2937,к46к3976,к41к2937,38к6462,36к1549,30,27к9864,к25к9571
г. Москва, наб. Фрунзенская, д. 52;3;в66в2389в;в66в2389в,52
г. Москва, наб. Фрунзенская, д. 52;4;;083,073,082,076,080,079,084
г. Москва, наб. Фрунзенская, д. 52;5;99к9999;171,182,166,178,168,162,169,183,170,179,173,177,180,181,167,176,174,165
